TicketID,DateKey,CustomerID,Category,Priority,SLATargetHrs,CreatedDate,ResolvedDate,ResolutionTimeHrs,FCRFlag,PostResolutionCSAT,SLAMetFlag
TKT-02241,20250718,CUST-02981,Technical/Pump,Low,72,2025-07-18,2025-07-18,0.5,0,3,1
TKT-02242,20240622,CUST-04519,Technical/Pump,Medium,24,2024-06-22,2024-06-22,9.7,0,4,1
TKT-02243,20240410,CUST-04881,Billing/Payment,High,4,2024-04-10,2024-04-10,1.5,0,3,1
TKT-02244,20250611,CUST-01529,Technical/Pump,Low,72,2025-06-11,2025-06-11,1.4,1,5,1
TKT-02245,20251121,CUST-03596,Technical/Pump,Low,72,2025-11-21,2025-11-22,37.7,1,3,1
TKT-02246,20240708,CUST-04426,Warranty,Low,72,2024-07-08,2024-07-08,3.1,1,3,1
TKT-02247,20240913,CUST-00434,Installation,Medium,24,2024-09-13,2024-09-13,20.5,0,4,1
TKT-02248,20250528,CUST-04112,Technical/Pump,Medium,24,2025-05-28,2025-05-28,8.1,1,4,1
TKT-02249,20240310,CUST-00169,Warranty,Medium,24,2024-03-10,2024-03-10,18.3,0,5,1
TKT-02250,20250405,CUST-02422,Warranty,Low,72,2025-04-05,2025-04-05,10.0,1,3,1
TKT-02251,20241018,CUST-02450,Warranty,Medium,24,2024-10-18,2024-10-18,9.9,1,4,1
TKT-02252,20251203,CUST-01765,Technical/Pump,Medium,24,2025-12-03,2025-12-03,23.1,0,3,1
TKT-02253,20250824,CUST-02792,Technical/Pump,Low,72,2025-08-24,2025-08-24,13.4,0,3,1
TKT-02254,20231103,CUST-03585,Technical/Pump,Medium,24,2023-11-03,2023-11-04,45.4,1,3,0
TKT-02255,20250301,CUST-04842,Billing/Payment,High,4,2025-03-01,2025-03-01,15.2,0,3,0
TKT-02256,20251117,CUST-00544,Installation,Low,72,2025-11-17,2025-11-17,11.8,1,3,1
TKT-02257,20250410,CUST-04668,Technical/Pump,Medium,24,2025-04-10,2025-04-12,48.1,1,2,0
TKT-02258,20240216,CUST-04670,Technical/Pump,Low,72,2024-02-16,2024-02-16,1.6,0,5,1
TKT-02259,20241005,CUST-02549,Complaint,Low,72,2024-10-05,2024-10-05,0.5,1,4,1
TKT-02260,20251128,CUST-00005,Warranty,Medium,24,2025-11-28,2025-11-28,22.0,0,3,1
TKT-02261,20241113,CUST-00888,Technical/Pump,Medium,24,2024-11-13,2024-11-13,21.0,0,5,1
TKT-02262,20230706,CUST-04018,Warranty,Low,72,2023-07-06,2023-07-06,13.2,1,4,1
TKT-02263,20260115,CUST-04528,Billing/Payment,Low,72,2026-01-15,2026-01-15,17.3,1,4,1
TKT-02264,20231218,CUST-04739,Technical/Pump,Medium,24,2023-12-18,2023-12-18,21.1,1,4,1
TKT-02265,20260320,CUST-04749,Installation,High,4,2026-03-20,2026-03-20,14.3,1,4,0
TKT-02266,20250222,CUST-03919,Technical/Pump,Medium,24,2025-02-22,2025-02-24,50.3,0,4,0
TKT-02267,20230811,CUST-02110,Billing/Payment,Low,72,2023-08-11,2023-08-11,19.6,0,4,1
TKT-02268,20251113,CUST-01722,Installation,Medium,24,2025-11-13,2025-11-13,10.9,0,4,1
TKT-02269,20240815,CUST-01122,Warranty,Medium,24,2024-08-15,2024-08-15,10.3,1,4,1
TKT-02270,20250415,CUST-04068,Technical/Pump,Low,72,2025-04-15,2025-04-15,6.4,1,5,1
TKT-02271,20240917,CUST-02791,Billing/Payment,Low,72,2024-09-17,2024-09-18,42.4,1,4,1
TKT-02272,20250612,CUST-04149,Technical/Pump,Medium,24,2025-06-12,2025-06-13,27.2,1,2,0
TKT-02273,20240327,CUST-04380,Billing/Payment,Medium,24,2024-03-27,2024-03-28,28.0,1,3,0
TKT-02274,20250522,CUST-02835,Billing/Payment,High,4,2025-05-22,2025-05-22,22.6,1,4,0
TKT-02275,20241012,CUST-03467,Billing/Payment,Medium,24,2024-10-12,2024-10-12,7.7,0,4,1
TKT-02276,20250209,CUST-02087,Complaint,Low,72,2025-02-09,2025-02-09,13.9,0,5,1
TKT-02277,20250818,CUST-03260,Billing/Payment,High,4,2025-08-18,2025-08-19,29.9,1,3,0
TKT-02278,20241205,CUST-02184,Installation,Low,72,2024-12-05,2024-12-05,21.6,1,4,1
TKT-02279,20241107,CUST-04857,Complaint,Low,72,2024-11-07,2024-11-07,10.9,0,3,1
TKT-02280,20260114,CUST-01843,Technical/Pump,Low,72,2026-01-14,2026-01-14,5.2,1,4,1
TKT-02281,20240822,CUST-04749,Billing/Payment,High,4,2024-08-22,2024-08-23,29.5,1,2,0
TKT-02282,20250704,CUST-00540,Technical/Pump,Medium,24,2025-07-04,2025-07-04,7.3,1,3,1
TKT-02283,20251206,CUST-03005,Complaint,Medium,24,2025-12-06,2025-12-06,8.2,0,3,1
TKT-02284,20250325,CUST-00255,Billing/Payment,Medium,24,2025-03-25,2025-03-25,5.7,1,3,1
TKT-02285,20231018,CUST-00075,Technical/Pump,Low,72,2023-10-18,2023-10-18,10.6,1,3,1
TKT-02286,20240909,CUST-00715,Billing/Payment,High,4,2024-09-09,2024-09-09,12.2,1,4,0
TKT-02287,20260301,CUST-01035,Installation,Low,72,2026-03-01,2026-03-02,25.6,0,3,1
TKT-02288,20241224,CUST-04488,Technical/Pump,Low,72,2024-12-24,2024-12-24,11.0,1,3,1
TKT-02289,20231025,CUST-01793,Billing/Payment,Medium,24,2023-10-25,2023-10-25,12.3,0,3,1
TKT-02290,20240822,CUST-04394,Billing/Payment,Medium,24,2024-08-22,2024-08-22,6.2,1,4,1
TKT-02291,20240224,CUST-02674,General Inquiry,Low,72,2024-02-24,2024-02-25,46.8,0,4,1
TKT-02292,20250422,CUST-01262,Technical/Pump,Low,72,2025-04-22,2025-04-22,8.2,1,3,1
TKT-02293,20230806,CUST-03800,Technical/Pump,Low,72,2023-08-06,2023-08-06,6.0,0,2,1
TKT-02294,20240807,CUST-04560,Billing/Payment,Low,72,2024-08-07,2024-08-08,28.9,1,4,1
TKT-02295,20250327,CUST-03185,Installation,Medium,24,2025-03-27,2025-03-27,0.5,0,3,1
TKT-02296,20250502,CUST-03805,Billing/Payment,High,4,2025-05-02,2025-05-03,25.3,0,5,0
TKT-02297,20260209,CUST-01613,Billing/Payment,Low,72,2026-02-09,2026-02-09,8.5,1,5,1
TKT-02298,20250731,CUST-01331,Installation,Medium,24,2025-07-31,2025-07-31,9.7,1,4,1
TKT-02299,20260225,CUST-01736,Technical/Pump,Medium,24,2026-02-25,2026-02-26,33.6,0,2,0
TKT-02300,20250504,CUST-02032,Complaint,High,4,2025-05-04,2025-05-04,9.4,1,3,0
TKT-02301,20240202,CUST-01255,Installation,Low,72,2024-02-02,2024-02-02,9.4,1,4,1
TKT-02302,20251207,CUST-01412,Billing/Payment,Medium,24,2025-12-07,2025-12-07,1.1,0,3,1
TKT-02303,20230728,CUST-01643,Billing/Payment,Low,72,2023-07-28,2023-07-28,23.0,1,4,1
TKT-02304,20230507,CUST-04867,General Inquiry,Medium,24,2023-05-07,2023-05-09,63.2,1,5,0
TKT-02305,20250129,CUST-02656,General Inquiry,Medium,24,2025-01-29,2025-01-29,1.0,0,4,1
TKT-02306,20250527,CUST-04195,Technical/Pump,Medium,24,2025-05-27,2025-05-28,24.2,0,4,0
TKT-02307,20240725,CUST-03719,General Inquiry,Low,72,2024-07-25,2024-07-27,48.1,0,3,1
TKT-02308,20260225,CUST-04812,Warranty,High,4,2026-02-25,2026-02-25,1.4,1,3,1
TKT-02309,20250305,CUST-04347,Installation,High,4,2025-03-05,2025-03-05,1.4,0,5,1
TKT-02310,20250411,CUST-03771,Warranty,Medium,24,2025-04-11,2025-04-12,34.3,0,3,0
TKT-02311,20241116,CUST-02290,General Inquiry,High,4,2024-11-16,2024-11-16,8.3,1,3,0
TKT-02312,20230630,CUST-00225,Technical/Pump,Low,72,2023-06-30,2023-06-30,1.5,0,3,1
TKT-02313,20250616,CUST-00990,Technical/Pump,Medium,24,2025-06-16,2025-06-16,1.7,1,3,1
TKT-02314,20250412,CUST-03361,Technical/Pump,High,4,2025-04-12,2025-04-13,33.5,0,4,0
TKT-02315,20240713,CUST-01681,Technical/Pump,Medium,24,2024-07-13,2024-07-13,13.7,1,5,1
TKT-02316,20240607,CUST-04143,Installation,Medium,24,2024-06-07,2024-06-07,3.4,1,5,1
TKT-02317,20240327,CUST-04032,Technical/Pump,Low,72,2024-03-27,2024-03-28,39.3,1,3,1
TKT-02318,20250726,CUST-04009,Installation,Medium,24,2025-07-26,2025-07-26,1.2,1,5,1
TKT-02319,20240319,CUST-04812,Billing/Payment,Medium,24,2024-03-19,2024-03-20,31.6,0,5,0
TKT-02320,20240622,CUST-02502,Technical/Pump,Medium,24,2024-06-22,2024-06-22,1.6,0,3,1
TKT-02321,20260404,CUST-00246,Billing/Payment,Low,72,2026-04-04,2026-04-05,30.9,0,2,1
TKT-02322,20231005,CUST-03199,Technical/Pump,Medium,24,2023-10-05,2023-10-05,11.5,0,3,1
TKT-02323,20250222,CUST-04815,Technical/Pump,Low,72,2025-02-22,2025-02-22,9.8,0,4,1
TKT-02324,20240313,CUST-04168,Technical/Pump,Medium,24,2024-03-13,2024-03-14,25.1,0,4,0
TKT-02325,20260108,CUST-03393,Technical/Pump,Low,72,2026-01-08,2026-01-08,6.4,1,2,1
TKT-02326,20240607,CUST-00271,Billing/Payment,Medium,24,2024-06-07,2024-06-07,2.3,0,4,1
TKT-02327,20250726,CUST-02155,Technical/Pump,Medium,24,2025-07-26,2025-07-26,5.8,0,5,1
TKT-02328,20240614,CUST-02202,Technical/Pump,Medium,24,2024-06-14,2024-06-14,4.3,1,1,1
TKT-02329,20240719,CUST-02788,Warranty,Low,72,2024-07-19,2024-07-19,13.2,1,3,1
TKT-02330,20250728,CUST-04328,Technical/Pump,Low,72,2025-07-28,2025-07-28,17.3,1,4,1
TKT-02331,20231222,CUST-03097,Installation,High,4,2023-12-22,2023-12-22,22.5,0,4,0
TKT-02332,20251115,CUST-04374,Technical/Pump,Medium,24,2025-11-15,2025-11-15,9.1,0,3,1
TKT-02333,20251201,CUST-01201,Installation,High,4,2025-12-01,2025-12-02,38.8,1,3,0
TKT-02334,20250108,CUST-01260,Billing/Payment,Medium,24,2025-01-08,2025-01-08,19.5,1,3,1
TKT-02335,20250805,CUST-00722,Installation,Medium,24,2025-08-05,2025-08-05,20.1,0,3,1
TKT-02336,20230720,CUST-03071,Billing/Payment,Low,72,2023-07-20,2023-07-20,18.4,0,4,1
TKT-02337,20250309,CUST-03750,Complaint,High,4,2025-03-09,2025-03-09,0.5,1,4,1
TKT-02338,20260226,CUST-03603,Technical/Pump,High,4,2026-02-26,2026-02-26,20.8,1,3,0
TKT-02339,20250315,CUST-01542,Technical/Pump,High,4,2025-03-15,2025-03-15,1.1,1,4,1
TKT-02340,20241129,CUST-02229,Installation,Medium,24,2024-11-29,2024-11-29,9.8,0,3,1
TKT-02341,20240520,CUST-02656,Technical/Pump,Low,72,2024-05-20,2024-05-20,5.7,1,3,1
TKT-02342,20240615,CUST-01591,Technical/Pump,Low,72,2024-06-15,2024-06-15,8.5,0,4,1
TKT-02343,20230617,CUST-01114,Installation,Medium,24,2023-06-17,2023-06-20,87.4,1,4,0
TKT-02344,20240308,CUST-02513,Installation,Low,72,2024-03-08,2024-03-10,51.5,0,4,1
TKT-02345,20250618,CUST-04873,Installation,Low,72,2025-06-18,2025-06-18,4.0,1,4,1
TKT-02346,20251125,CUST-03621,Installation,Medium,24,2025-11-25,2025-11-25,11.0,1,4,1
TKT-02347,20251020,CUST-02019,General Inquiry,Medium,24,2025-10-20,2025-10-20,15.2,0,4,1
TKT-02348,20240310,CUST-00305,Technical/Pump,Low,72,2024-03-10,2024-03-10,20.9,1,4,1
TKT-02349,20250918,CUST-01981,Warranty,Low,72,2025-09-18,2025-09-18,2.4,1,4,1
TKT-02350,20251207,CUST-01622,Warranty,Low,72,2025-12-07,,9.5,0,,0
TKT-02351,20240628,CUST-01100,General Inquiry,High,4,2024-06-28,2024-06-30,57.0,0,3,0
TKT-02352,20240728,CUST-01689,Billing/Payment,Medium,24,2024-07-28,,55.7,0,,0
TKT-02353,20260402,CUST-03727,Complaint,Medium,24,2026-04-02,2026-04-04,62.4,1,3,0
TKT-02354,20250606,CUST-01553,Complaint,Medium,24,2025-06-06,2025-06-06,0.8,1,2,1
TKT-02355,20230527,CUST-00311,Warranty,Medium,24,2023-05-27,2023-05-27,16.5,1,5,1
TKT-02356,20241120,CUST-04355,Billing/Payment,Low,72,2024-11-20,2024-11-20,2.5,0,4,1
TKT-02357,20250114,CUST-00347,Billing/Payment,Medium,24,2025-01-14,,14.5,0,,0
TKT-02358,20250210,CUST-04573,Installation,Low,72,2025-02-10,2025-02-10,13.8,1,4,1
TKT-02359,20250215,CUST-02496,Billing/Payment,Medium,24,2025-02-15,2025-02-15,21.4,0,3,1
TKT-02360,20230429,CUST-04842,Billing/Payment,Medium,24,2023-04-29,2023-04-29,11.7,0,4,1
TKT-02361,20240926,CUST-03836,Complaint,High,4,2024-09-26,2024-09-26,12.6,1,4,0
TKT-02362,20251223,CUST-04491,Warranty,Medium,24,2025-12-23,2025-12-23,14.5,1,5,1
TKT-02363,20251016,CUST-02899,Warranty,Medium,24,2025-10-16,2025-10-16,16.4,1,3,1
TKT-02364,20251122,CUST-01424,General Inquiry,High,4,2025-11-22,,8.9,0,,0
TKT-02365,20250922,CUST-03723,Warranty,Low,72,2025-09-22,2025-09-22,2.7,1,5,1
TKT-02366,20250622,CUST-00668,General Inquiry,Low,72,2025-06-22,2025-06-22,12.6,0,4,1
TKT-02367,20240316,CUST-02592,Technical/Pump,Low,72,2024-03-16,2024-03-17,29.2,0,4,1
TKT-02368,20240730,CUST-02211,General Inquiry,Medium,24,2024-07-30,2024-07-30,9.1,1,2,1
TKT-02369,20250505,CUST-03586,Technical/Pump,Medium,24,2025-05-05,2025-05-05,0.6,1,4,1
TKT-02370,20240801,CUST-00315,Technical/Pump,Medium,24,2024-08-01,2024-08-01,15.5,0,4,1
TKT-02371,20240927,CUST-04975,Warranty,Medium,24,2024-09-27,2024-09-27,7.4,0,3,1
TKT-02372,20250705,CUST-03501,Technical/Pump,Low,72,2025-07-05,2025-07-05,2.8,1,4,1
TKT-02373,20250416,CUST-02820,Installation,Medium,24,2025-04-16,2025-04-16,5.8,1,4,1
TKT-02374,20251230,CUST-00847,Billing/Payment,Medium,24,2025-12-30,2025-12-30,4.6,1,4,1
TKT-02375,20240828,CUST-04882,Technical/Pump,Medium,24,2024-08-28,2024-08-28,16.4,0,4,1
TKT-02376,20250411,CUST-00269,Installation,Low,72,2025-04-11,2025-04-11,0.5,0,3,1
TKT-02377,20250624,CUST-02339,Technical/Pump,High,4,2025-06-24,2025-06-24,3.2,0,4,1
TKT-02378,20250113,CUST-02292,Technical/Pump,Low,72,2025-01-13,2025-01-13,20.7,0,5,1
TKT-02379,20231128,CUST-02272,Billing/Payment,High,4,2023-11-28,2023-11-28,2.0,1,3,1
TKT-02380,20250818,CUST-02464,Technical/Pump,Low,72,2025-08-18,2025-08-18,21.5,1,4,1
TKT-02381,20230815,CUST-03892,General Inquiry,Medium,24,2023-08-15,2023-08-15,7.7,1,5,1
TKT-02382,20250216,CUST-04099,General Inquiry,Low,72,2025-02-16,2025-02-16,3.6,1,4,1
TKT-02383,20260126,CUST-02903,Billing/Payment,Low,72,2026-01-26,2026-01-26,7.3,1,2,1
TKT-02384,20250521,CUST-03944,Warranty,Low,72,2025-05-21,2025-05-23,60.6,1,3,1
TKT-02385,20250607,CUST-04128,Billing/Payment,Low,72,2025-06-07,2025-06-09,59.6,1,4,1
TKT-02386,20250108,CUST-04291,General Inquiry,Medium,24,2025-01-08,2025-01-08,16.9,1,2,1
TKT-02387,20250127,CUST-03094,Billing/Payment,Medium,24,2025-01-27,2025-01-27,10.1,0,4,1
TKT-02388,20250518,CUST-01574,Billing/Payment,Medium,24,2025-05-18,2025-05-18,23.4,0,3,1
TKT-02389,20240223,CUST-02947,Complaint,Medium,24,2024-02-23,2024-02-25,55.0,0,3,0
TKT-02390,20251220,CUST-04946,Technical/Pump,Low,72,2025-12-20,2025-12-20,12.0,0,3,1
TKT-02391,20240902,CUST-03253,Warranty,Low,72,2024-09-02,2024-09-02,2.0,0,4,1
TKT-02392,20230530,CUST-02986,Billing/Payment,Medium,24,2023-05-30,2023-05-30,3.1,0,4,1
TKT-02393,20260123,CUST-00087,Warranty,Medium,24,2026-01-23,2026-01-24,34.2,0,3,0
TKT-02394,20241229,CUST-02669,General Inquiry,Medium,24,2024-12-29,2025-01-01,72.9,1,5,0
TKT-02395,20250221,CUST-01424,Billing/Payment,High,4,2025-02-21,2025-02-21,8.3,1,4,0
TKT-02396,20241230,CUST-01984,Billing/Payment,Low,72,2024-12-30,2024-12-30,0.6,0,3,1
TKT-02397,20250419,CUST-00684,Technical/Pump,Low,72,2025-04-19,2025-04-19,2.4,1,1,1
TKT-02398,20260223,CUST-00424,Billing/Payment,Low,72,2026-02-23,2026-02-24,33.0,0,4,1
TKT-02399,20240930,CUST-01993,Technical/Pump,Low,72,2024-09-30,2024-09-30,18.1,1,4,1
TKT-02400,20240508,CUST-01978,General Inquiry,Low,72,2024-05-08,2024-05-09,27.0,0,4,1
TKT-02401,20231014,CUST-03106,General Inquiry,Low,72,2023-10-14,2023-10-17,81.3,0,4,0
TKT-02402,20260307,CUST-00074,Billing/Payment,Low,72,2026-03-07,2026-03-07,13.6,0,5,1
TKT-02403,20251013,CUST-04568,Technical/Pump,Medium,24,2025-10-13,2025-10-13,3.8,1,3,1
TKT-02404,20240112,CUST-01736,Installation,High,4,2024-01-12,2024-01-15,74.6,1,5,0
TKT-02405,20250505,CUST-02018,Billing/Payment,Medium,24,2025-05-05,2025-05-05,8.9,0,4,1
TKT-02406,20231212,CUST-00956,Billing/Payment,Low,72,2023-12-12,2023-12-12,1.2,1,4,1
TKT-02407,20251222,CUST-02627,Billing/Payment,Low,72,2025-12-22,2025-12-22,9.4,1,4,1
TKT-02408,20230525,CUST-04077,Billing/Payment,Low,72,2023-05-25,2023-05-25,19.5,1,4,1
TKT-02409,20240803,CUST-01964,Warranty,Low,72,2024-08-03,2024-08-03,17.5,0,4,1
TKT-02410,20240917,CUST-04580,Complaint,Medium,24,2024-09-17,2024-09-18,25.4,0,3,0
TKT-02411,20260120,CUST-00045,Warranty,Medium,24,2026-01-20,2026-01-20,3.9,1,3,1
TKT-02412,20251011,CUST-04779,Installation,Medium,24,2025-10-11,2025-10-11,9.8,0,4,1
TKT-02413,20241020,CUST-03978,General Inquiry,Medium,24,2024-10-20,2024-10-20,18.7,1,5,1
TKT-02414,20260314,CUST-01991,Technical/Pump,Medium,24,2026-03-14,2026-03-14,17.1,0,4,1
TKT-02415,20250304,CUST-01924,General Inquiry,High,4,2025-03-04,2025-03-04,18.8,1,4,0
TKT-02416,20240301,CUST-02383,Billing/Payment,Low,72,2024-03-01,2024-03-02,24.9,1,5,1
TKT-02417,20250701,CUST-00431,Installation,Low,72,2025-07-01,2025-07-01,12.8,1,3,1
TKT-02418,20240713,CUST-01100,Installation,Low,72,2024-07-13,2024-07-15,62.2,1,4,1
TKT-02419,20230621,CUST-00612,Warranty,Low,72,2023-06-21,2023-06-21,3.9,1,3,1
TKT-02420,20260403,CUST-04323,Installation,High,4,2026-04-03,2026-04-03,17.3,0,3,0
TKT-02421,20251030,CUST-03096,Billing/Payment,Medium,24,2025-10-30,2025-10-31,39.3,0,3,0
TKT-02422,20240920,CUST-03821,General Inquiry,Medium,24,2024-09-20,2024-09-20,2.9,0,5,1
TKT-02423,20240108,CUST-03988,Technical/Pump,Medium,24,2024-01-08,,1.0,0,,0
TKT-02424,20260206,CUST-03757,Billing/Payment,Medium,24,2026-02-06,2026-02-07,27.3,1,3,0
TKT-02425,20260324,CUST-03695,Technical/Pump,Medium,24,2026-03-24,2026-03-24,9.0,1,3,1
TKT-02426,20240426,CUST-00126,Technical/Pump,Low,72,2024-04-26,2024-04-26,12.7,1,3,1
TKT-02427,20241113,CUST-01533,Technical/Pump,High,4,2024-11-13,2024-11-13,9.7,0,3,0
TKT-02428,20260203,CUST-04740,Warranty,Medium,24,2026-02-03,2026-02-03,12.7,0,5,1
TKT-02429,20230718,CUST-00129,Complaint,Low,72,2023-07-18,2023-07-18,17.7,0,4,1
TKT-02430,20250317,CUST-01533,Installation,Low,72,2025-03-17,2025-03-17,5.8,0,3,1
TKT-02431,20240126,CUST-02531,Installation,Low,72,2024-01-26,2024-01-26,5.0,0,4,1
TKT-02432,20250418,CUST-03544,Warranty,Low,72,2025-04-18,2025-04-19,24.3,0,5,1
TKT-02433,20250211,CUST-04579,Billing/Payment,Medium,24,2025-02-11,2025-02-11,1.6,0,3,1
TKT-02434,20260304,CUST-00474,General Inquiry,Medium,24,2026-03-04,2026-03-04,0.5,1,4,1
TKT-02435,20250513,CUST-02844,Warranty,Low,72,2025-05-13,2025-05-13,17.4,0,4,1
TKT-02436,20250530,CUST-01366,Installation,Medium,24,2025-05-30,2025-05-30,4.1,0,4,1
TKT-02437,20240401,CUST-03873,Complaint,Low,72,2024-04-01,2024-04-01,5.3,1,4,1
TKT-02438,20250419,CUST-04531,Complaint,Medium,24,2025-04-19,2025-04-21,58.2,1,5,0
TKT-02439,20260330,CUST-01496,Technical/Pump,Low,72,2026-03-30,2026-03-30,5.6,1,3,1
TKT-02440,20250806,CUST-03641,Complaint,High,4,2025-08-06,2025-08-06,5.8,1,3,0
TKT-02441,20250615,CUST-03660,Installation,High,4,2025-06-15,2025-06-16,31.7,1,4,0
TKT-02442,20230501,CUST-02414,Complaint,Low,72,2023-05-01,2023-05-01,11.5,1,5,1
TKT-02443,20240928,CUST-00125,Warranty,Low,72,2024-09-28,2024-09-28,1.1,0,4,1
TKT-02444,20251023,CUST-01981,Billing/Payment,Low,72,2025-10-23,2025-10-24,39.3,1,2,1
TKT-02445,20241007,CUST-02846,Technical/Pump,Medium,24,2024-10-07,,2.5,0,,0
TKT-02446,20250822,CUST-01598,Installation,Medium,24,2025-08-22,2025-08-22,17.6,1,5,1
TKT-02447,20250809,CUST-02597,General Inquiry,Medium,24,2025-08-09,2025-08-09,4.1,1,3,1
TKT-02448,20251104,CUST-04529,Warranty,Medium,24,2025-11-04,2025-11-05,29.2,1,4,0
TKT-02449,20240628,CUST-00641,Billing/Payment,Low,72,2024-06-28,2024-06-28,12.2,1,4,1
TKT-02450,20241215,CUST-01483,General Inquiry,Medium,24,2024-12-15,2024-12-15,8.3,0,4,1
TKT-02451,20260415,CUST-00703,Technical/Pump,Low,72,2026-04-15,2026-04-15,7.5,1,2,1
TKT-02452,20230728,CUST-01893,Technical/Pump,Medium,24,2023-07-28,2023-07-29,25.3,0,3,0
TKT-02453,20251118,CUST-00664,Installation,Medium,24,2025-11-18,2025-11-18,21.3,1,4,1
TKT-02454,20250106,CUST-00612,Technical/Pump,Medium,24,2025-01-06,2025-01-09,78.3,0,4,0
TKT-02455,20250610,CUST-00516,Billing/Payment,Low,72,2025-06-10,2025-06-11,25.4,0,3,1
TKT-02456,20251117,CUST-01779,Technical/Pump,Medium,24,2025-11-17,2025-11-17,22.4,1,3,1
TKT-02457,20250304,CUST-02676,Billing/Payment,Medium,24,2025-03-04,2025-03-04,12.5,0,5,1
TKT-02458,20231125,CUST-01571,Complaint,Low,72,2023-11-25,2023-11-25,17.2,0,4,1
TKT-02459,20251006,CUST-01878,Technical/Pump,Medium,24,2025-10-06,2025-10-06,18.8,1,5,1
TKT-02460,20230424,CUST-03564,Billing/Payment,Low,72,2023-04-24,,14.0,0,,0
TKT-02461,20250111,CUST-04145,Installation,Low,72,2025-01-11,2025-01-11,2.2,0,3,1
TKT-02462,20250823,CUST-02821,General Inquiry,Low,72,2025-08-23,2025-08-23,0.5,0,3,1
TKT-02463,20260307,CUST-04872,Technical/Pump,Low,72,2026-03-07,,2.3,0,,0
TKT-02464,20251103,CUST-01205,Technical/Pump,Low,72,2025-11-03,2025-11-03,22.1,0,3,1
TKT-02465,20250503,CUST-04941,General Inquiry,Medium,24,2025-05-03,2025-05-03,5.8,0,4,1
TKT-02466,20260217,CUST-00469,Technical/Pump,Low,72,2026-02-17,,19.6,0,,0
TKT-02467,20231204,CUST-02599,Technical/Pump,Medium,24,2023-12-04,2023-12-04,13.1,1,5,1
TKT-02468,20250929,CUST-00402,Installation,Low,72,2025-09-29,2025-10-01,62.0,1,4,1
TKT-02469,20241028,CUST-03406,General Inquiry,Medium,24,2024-10-28,2024-10-28,1.9,1,4,1
TKT-02470,20250712,CUST-03471,Warranty,Medium,24,2025-07-12,2025-07-12,9.4,1,2,1
TKT-02471,20260320,CUST-04601,Installation,Medium,24,2026-03-20,2026-03-20,2.2,1,4,1
TKT-02472,20250521,CUST-04763,Installation,Low,72,2025-05-21,2025-05-22,38.3,1,5,1
TKT-02473,20250531,CUST-02544,Complaint,Low,72,2025-05-31,2025-05-31,2.2,0,3,1
TKT-02474,20250604,CUST-01595,Complaint,Medium,24,2025-06-04,,1.8,0,,0
TKT-02475,20250327,CUST-01385,Installation,Low,72,2025-03-27,2025-03-28,40.1,1,5,1
TKT-02476,20250617,CUST-04752,Complaint,Low,72,2025-06-17,2025-06-18,28.9,0,4,1
TKT-02477,20250424,CUST-02899,Technical/Pump,Medium,24,2025-04-24,2025-04-24,8.3,0,3,1
TKT-02478,20241101,CUST-02701,Installation,Low,72,2024-11-01,2024-11-01,2.2,0,3,1
TKT-02479,20240602,CUST-02714,Installation,Low,72,2024-06-02,2024-06-02,13.0,1,3,1
TKT-02480,20230830,CUST-03034,Warranty,Medium,24,2023-08-30,2023-08-31,29.2,1,4,0
TKT-02481,20251218,CUST-02843,Installation,High,4,2025-12-18,2025-12-18,1.8,1,3,1
TKT-02482,20240317,CUST-00521,Installation,Medium,24,2024-03-17,2024-03-18,35.8,1,4,0
TKT-02483,20250820,CUST-01079,Technical/Pump,High,4,2025-08-20,2025-08-20,2.6,0,3,1
TKT-02484,20240124,CUST-00506,Warranty,Low,72,2024-01-24,,10.8,0,,0
TKT-02485,20230925,CUST-03647,Complaint,Low,72,2023-09-25,2023-09-25,10.7,1,4,1
TKT-02486,20251224,CUST-02735,Billing/Payment,High,4,2025-12-24,2025-12-24,4.5,1,4,0
TKT-02487,20250908,CUST-02348,Billing/Payment,Low,72,2025-09-08,2025-09-08,16.2,0,3,1
TKT-02488,20250208,CUST-03275,Technical/Pump,Low,72,2025-02-08,2025-02-08,15.7,0,3,1
TKT-02489,20241111,CUST-02620,Complaint,High,4,2024-11-11,2024-11-11,22.6,1,4,0
TKT-02490,20251019,CUST-03745,Installation,Medium,24,2025-10-19,2025-10-19,7.3,0,3,1
TKT-02491,20240808,CUST-02741,Installation,High,4,2024-08-08,,14.1,0,,0
TKT-02492,20250322,CUST-04883,Installation,Medium,24,2025-03-22,2025-03-22,2.0,1,3,1
TKT-02493,20251031,CUST-01101,Billing/Payment,Medium,24,2025-10-31,2025-10-31,18.6,0,2,1
TKT-02494,20260308,CUST-04840,General Inquiry,Medium,24,2026-03-08,2026-03-08,7.1,1,5,1
TKT-02495,20250507,CUST-00335,Billing/Payment,Low,72,2025-05-07,2025-05-07,18.7,1,2,1
TKT-02496,20260309,CUST-03157,Billing/Payment,High,4,2026-03-09,2026-03-09,2.1,1,4,1
TKT-02497,20250404,CUST-02690,Technical/Pump,Low,72,2025-04-04,2025-04-04,2.5,1,4,1
TKT-02498,20250218,CUST-00170,Installation,Low,72,2025-02-18,2025-02-18,7.0,1,4,1
TKT-02499,20250731,CUST-04320,Complaint,Medium,24,2025-07-31,2025-08-01,37.9,1,3,0
