CustMonthID,DateKey,CustomerID,IsActive,EngagementSegment,DeviceRuntimeHrs,WaterPumpedLitres,NPSScore,CSATScore,ChurnFlag,ChurnReason
1223,20251231,CUST-00851,1,Dormant,4.9,2535,8,3,0,
1224,20260131,CUST-00851,1,Active,5.0,1117,5,4,0,
1225,20260228,CUST-00851,1,Highly Active,3.4,1768,10,4,0,
1226,20260331,CUST-00851,1,Active,8.6,2030,9,4,0,
1227,20260430,CUST-00851,1,Highly Active,8.2,1883,8,5,0,
1228,20251231,CUST-00861,1,Highly Active,10.0,1910,6,5,0,
1229,20260131,CUST-00861,1,Active,5.0,2257,3,4,0,
1230,20260228,CUST-00861,1,Lapsed,4.1,1926,5,3,0,
1231,20260331,CUST-00861,1,Active,7.1,1448,7,3,0,
1232,20260430,CUST-00861,1,Lapsed,6.0,1200,10,3,0,
1233,20250531,CUST-00871,1,Highly Active,4.5,1002,9,3,0,
1234,20250630,CUST-00871,1,Lapsed,3.5,1059,9,4,0,
1235,20250731,CUST-00871,1,Highly Active,9.4,1880,7,4,0,
1236,20250831,CUST-00871,1,Active,2.6,1949,6,4,0,
1237,20250930,CUST-00871,1,Highly Active,6.6,936,7,3,0,
1238,20251031,CUST-00871,1,Dormant,5.0,1549,5,4,0,
1239,20251130,CUST-00871,1,Lapsed,7.4,2201,10,4,0,
1240,20251231,CUST-00871,1,Lapsed,6.9,1722,8,4,0,
1241,20260131,CUST-00871,1,Active,6.3,847,6,3,0,
1242,20260228,CUST-00871,1,Highly Active,5.2,1954,9,4,0,
1243,20260331,CUST-00871,1,Lapsed,8.0,1500,4,4,0,
1244,20260430,CUST-00871,1,Active,9.8,1668,8,4,0,
1245,20251231,CUST-00881,1,Lapsed,9.7,321,3,3,0,
1246,20260131,CUST-00881,1,Lapsed,5.7,1480,6,3,0,
1247,20260228,CUST-00881,1,Lapsed,8.5,2801,9,4,0,
1248,20260331,CUST-00881,1,Active,4.1,1739,6,5,0,
1249,20260430,CUST-00881,1,Active,5.6,1593,6,3,0,
1250,20250228,CUST-00891,1,Dormant,6.8,2691,7,4,0,
1251,20250331,CUST-00891,1,Dormant,6.7,2064,5,4,0,
1252,20250430,CUST-00891,1,Highly Active,6.8,1311,6,2,0,
1253,20250531,CUST-00891,1,Lapsed,9.5,1583,7,4,0,
1254,20250630,CUST-00891,1,Highly Active,7.2,1230,5,4,0,
1255,20250731,CUST-00891,1,Highly Active,5.1,1951,6,4,0,
1256,20250831,CUST-00891,1,Active,7.4,1623,5,3,0,
1257,20250930,CUST-00891,1,Active,9.4,1356,10,4,0,
1258,20251031,CUST-00891,1,Dormant,4.8,1643,7,4,0,
1259,20251130,CUST-00891,1,Dormant,2.2,3390,7,3,0,
1260,20251231,CUST-00891,1,Active,2.8,2079,5,5,0,
1261,20260131,CUST-00891,1,Active,7.9,1442,8,3,0,
1262,20260228,CUST-00891,1,Active,7.6,2235,6,3,0,
1263,20260331,CUST-00891,1,Active,6.7,2726,1,4,0,
1264,20260430,CUST-00891,1,Active,5.7,914,9,2,0,
1265,20260430,CUST-00901,1,Lapsed,8.0,1350,7,5,0,
1266,20241031,CUST-00911,1,Active,6.3,1631,2,5,0,
1267,20241130,CUST-00911,1,Lapsed,9.6,2928,8,4,0,
1268,20241231,CUST-00911,1,Highly Active,6.1,1895,7,4,0,
1269,20250131,CUST-00911,1,Dormant,5.8,2767,6,4,0,
1270,20250228,CUST-00911,1,Lapsed,4.8,2129,6,4,0,
1271,20250331,CUST-00911,1,Lapsed,2.8,2936,3,5,0,
1272,20250430,CUST-00911,1,Lapsed,6.2,1383,6,5,0,
1273,20250531,CUST-00911,1,Active,3.5,2062,3,2,0,
1274,20250630,CUST-00911,1,Highly Active,2.7,2287,4,4,0,
1275,20250731,CUST-00911,1,Lapsed,4.7,2553,8,4,0,
1276,20250831,CUST-00911,1,Highly Active,3.8,1767,10,4,0,
1277,20250930,CUST-00911,1,Active,6.3,2216,8,4,0,
1278,20251031,CUST-00911,1,Highly Active,7.4,2805,6,3,0,
1279,20251130,CUST-00911,1,Active,3.1,2240,6,4,0,
1280,20251231,CUST-00911,1,Highly Active,3.4,1384,4,4,0,
1281,20260131,CUST-00911,1,Active,9.0,1225,8,3,0,
1282,20260228,CUST-00911,1,Lapsed,8.2,2980,6,5,0,
1283,20260331,CUST-00911,1,Highly Active,4.3,2205,6,4,0,
1284,20260430,CUST-00911,1,Lapsed,8.4,963,7,3,0,
1285,20250430,CUST-00921,1,Highly Active,7.7,2173,5,3,0,
1286,20250531,CUST-00921,1,Active,7.1,2983,6,5,0,
1287,20250630,CUST-00921,1,Active,7.7,2051,5,4,0,
1288,20250731,CUST-00921,1,Active,6.9,2728,6,5,0,
1289,20250831,CUST-00921,1,Highly Active,6.2,1856,4,3,0,
1290,20250930,CUST-00921,1,Dormant,4.2,1349,4,4,0,
1291,20251031,CUST-00921,1,Highly Active,4.5,2158,4,4,0,
1292,20251130,CUST-00921,1,Active,9.2,2409,8,3,0,
1293,20251231,CUST-00921,1,Highly Active,6.8,2301,6,5,0,
1294,20260131,CUST-00921,1,Lapsed,8.2,1486,5,3,0,
1295,20260228,CUST-00921,1,Active,5.9,2269,8,3,0,
1296,20260331,CUST-00921,1,Highly Active,6.4,2327,8,4,0,
1297,20260430,CUST-00921,1,Active,2.0,1708,7,5,0,
1298,20241231,CUST-00931,1,Highly Active,5.4,3087,7,3,0,
1299,20250131,CUST-00931,1,Active,5.5,1699,4,4,0,
1300,20250228,CUST-00931,1,Highly Active,5.9,1605,4,2,0,
1301,20250331,CUST-00931,1,Active,6.8,1577,7,3,0,
1302,20250430,CUST-00931,1,Dormant,5.1,1645,3,4,0,
1303,20250531,CUST-00931,1,Lapsed,6.4,1073,6,4,0,
1304,20250630,CUST-00931,1,Active,6.3,1154,6,3,0,
1305,20250731,CUST-00931,1,Active,4.2,1574,8,3,0,
1306,20250831,CUST-00931,1,Active,9.4,1597,5,3,0,
1307,20250930,CUST-00931,1,Active,6.5,1803,3,3,0,
1308,20251031,CUST-00931,1,Highly Active,5.2,2119,5,5,0,
1309,20251130,CUST-00931,1,Dormant,7.2,3168,7,4,0,
1310,20251231,CUST-00931,1,Active,7.0,1521,6,5,0,
1311,20260131,CUST-00931,1,Lapsed,7.0,2058,6,5,0,
1312,20260228,CUST-00931,1,Lapsed,4.1,1570,7,4,0,
1313,20260331,CUST-00931,1,Active,4.8,1369,7,4,0,
1314,20260430,CUST-00931,1,Highly Active,5.1,577,5,4,0,
1315,20251031,CUST-00941,1,Active,3.3,904,9,3,0,
1316,20251130,CUST-00941,1,Active,8.5,2168,8,3,0,
1317,20251231,CUST-00941,1,Active,8.1,2614,4,4,0,
1318,20260131,CUST-00941,1,Active,6.3,2182,8,3,0,
1319,20260228,CUST-00941,1,Active,3.4,2683,5,5,0,
1320,20260331,CUST-00941,1,Lapsed,7.1,1647,6,3,0,
1321,20260430,CUST-00941,1,Active,6.5,1443,7,3,0,
1322,20230930,CUST-00951,1,Active,4.1,2847,3,3,0,
1323,20231031,CUST-00951,1,Dormant,7.6,1650,7,4,0,
1324,20231130,CUST-00951,1,Highly Active,3.4,3008,4,3,0,
1325,20231231,CUST-00951,1,Lapsed,8.0,1614,8,2,0,
1326,20240131,CUST-00951,1,Highly Active,6.1,1702,5,3,0,
1327,20240229,CUST-00951,1,Highly Active,6.6,2605,10,4,0,
1328,20240331,CUST-00951,1,Highly Active,6.0,1198,4,3,0,
1329,20240430,CUST-00951,1,Lapsed,8.3,1691,8,4,0,
1330,20240531,CUST-00951,1,Active,4.2,1774,4,3,0,
1331,20240630,CUST-00951,1,Active,4.9,1287,5,4,0,
1332,20240731,CUST-00951,1,Lapsed,7.0,1752,3,3,0,
1333,20240831,CUST-00951,1,Dormant,3.3,3456,4,4,0,
1334,20240930,CUST-00951,1,Active,3.5,721,9,5,0,
1335,20241031,CUST-00951,1,Active,5.7,47,2,4,0,
1336,20241130,CUST-00951,1,Highly Active,3.8,978,7,4,0,
1337,20241231,CUST-00951,1,Active,6.5,1761,6,4,0,
1338,20250131,CUST-00951,1,Highly Active,10.0,1896,7,4,0,
1339,20250228,CUST-00951,1,Active,4.0,1478,5,4,0,
1340,20250331,CUST-00951,1,Highly Active,5.0,2485,5,4,0,
1341,20250430,CUST-00951,1,Active,7.6,3070,0,4,0,
1342,20250531,CUST-00951,1,Highly Active,3.5,1217,6,3,0,
1343,20250630,CUST-00951,1,Active,8.9,2517,8,4,0,
1344,20250731,CUST-00951,1,Dormant,6.6,2149,8,3,0,
1345,20250831,CUST-00951,1,Active,3.8,2477,8,5,0,
1346,20250930,CUST-00951,1,Dormant,6.4,643,6,2,0,
1347,20251031,CUST-00951,1,Highly Active,3.6,2064,7,4,0,
1348,20251130,CUST-00951,1,Highly Active,6.5,1985,7,4,0,
1349,20251231,CUST-00951,1,Lapsed,7.4,2713,6,4,0,
1350,20260131,CUST-00951,1,Active,6.8,2532,7,4,0,
1351,20260228,CUST-00951,1,Active,9.1,2992,5,4,0,
1352,20260331,CUST-00951,1,Active,6.6,1910,7,3,0,
1353,20260430,CUST-00951,1,Lapsed,7.1,2091,10,4,0,
1354,20240229,CUST-00961,1,Highly Active,6.9,1694,5,3,0,
1355,20240331,CUST-00961,1,Active,7.6,2672,10,4,0,
1356,20240430,CUST-00961,1,Active,3.5,1296,5,3,0,
1357,20240531,CUST-00961,1,Highly Active,7.2,1709,8,3,0,
1358,20240630,CUST-00961,1,Highly Active,5.8,1731,2,2,0,
1359,20240731,CUST-00961,1,Lapsed,0.0,2045,2,2,0,
1360,20240831,CUST-00961,1,Active,6.7,1297,5,4,0,
1361,20240930,CUST-00961,1,Active,8.2,3139,5,4,0,
1362,20241031,CUST-00961,1,Highly Active,6.7,1874,3,3,0,
1363,20241130,CUST-00961,1,Highly Active,6.6,1823,6,3,0,
1364,20241231,CUST-00961,1,Active,6.8,1388,2,3,0,
1365,20250131,CUST-00961,1,Lapsed,4.4,2178,7,5,0,
1366,20250228,CUST-00961,1,Active,7.6,664,7,3,0,
1367,20250331,CUST-00961,1,Active,7.1,1161,2,3,0,
1368,20250430,CUST-00961,1,Active,6.1,3206,5,3,0,
1369,20250531,CUST-00961,1,Active,7.3,2486,7,4,0,
1370,20250630,CUST-00961,1,Lapsed,3.6,1369,8,3,0,
1371,20250731,CUST-00961,1,Active,4.0,1149,4,4,0,
1372,20250831,CUST-00961,1,Dormant,6.1,3054,5,2,0,
1373,20250930,CUST-00961,1,Lapsed,7.8,1513,7,3,0,
1374,20251031,CUST-00961,1,Lapsed,5.6,2018,9,4,0,
1375,20251130,CUST-00961,1,Active,4.9,1277,5,4,0,
1376,20251231,CUST-00961,1,Active,7.6,2137,9,3,0,
1377,20260131,CUST-00961,1,Highly Active,10.0,1953,9,4,0,
1378,20260228,CUST-00961,1,Active,5.2,1996,3,4,0,
1379,20260331,CUST-00961,1,Highly Active,8.1,1588,6,4,0,
1380,20260430,CUST-00961,1,Active,5.4,1924,7,4,0,
1381,20250228,CUST-00971,1,Dormant,7.0,2252,5,4,0,
1382,20250331,CUST-00971,1,Highly Active,2.1,1263,8,3,0,
1383,20250430,CUST-00971,1,Active,2.5,1626,7,3,0,
1384,20250531,CUST-00971,1,Highly Active,6.8,2107,6,3,0,
1385,20250630,CUST-00971,1,Lapsed,5.1,1219,5,4,0,
1386,20250731,CUST-00971,1,Highly Active,6.5,1881,7,4,0,
1387,20250831,CUST-00971,1,Highly Active,1.8,2036,6,3,0,
1388,20250930,CUST-00971,1,Highly Active,8.5,1578,10,3,0,
1389,20251031,CUST-00971,1,Active,5.5,743,10,3,0,
1390,20251130,CUST-00971,1,Lapsed,10.0,1798,10,3,0,
1391,20251231,CUST-00971,1,Highly Active,6.9,1843,3,4,0,
1392,20260131,CUST-00971,1,Highly Active,3.6,2844,8,5,0,
1393,20260228,CUST-00971,1,Highly Active,6.1,2456,10,5,0,
1394,20260331,CUST-00971,1,Active,5.0,1125,8,2,0,
1395,20260430,CUST-00971,1,Lapsed,6.3,2171,8,4,0,
1396,20251031,CUST-00981,1,Active,7.6,1635,8,4,0,
1397,20251130,CUST-00981,1,Active,9.5,1076,5,4,0,
1398,20251231,CUST-00981,1,Active,7.5,2488,7,2,0,
1399,20260131,CUST-00981,1,Active,5.4,2154,7,5,0,
1400,20260228,CUST-00981,1,Lapsed,6.1,2058,8,3,0,
1401,20260331,CUST-00981,1,Lapsed,10.0,2451,7,4,0,
1402,20260430,CUST-00981,1,Active,8.0,1737,7,3,0,
1403,20240131,CUST-00991,1,Active,4.9,1804,6,3,0,
1404,20240229,CUST-00991,1,Active,4.6,2234,5,3,0,
1405,20240331,CUST-00991,1,Active,5.3,1177,4,3,0,
1406,20240430,CUST-00991,1,Active,3.0,1921,6,4,0,
1407,20240531,CUST-00991,1,Active,7.2,2550,3,4,0,
1408,20240630,CUST-00991,1,Highly Active,8.4,1103,5,4,0,
1409,20240731,CUST-00991,1,Highly Active,1.9,2630,2,4,0,
1410,20240831,CUST-00991,1,Lapsed,8.0,3031,9,4,0,
1411,20240930,CUST-00991,1,Active,6.9,1851,6,4,0,
1412,20241031,CUST-00991,1,Highly Active,5.3,2062,10,4,0,
1413,20241130,CUST-00991,1,Active,6.6,1522,7,3,0,
1414,20241231,CUST-00991,1,Lapsed,6.8,1096,5,3,0,
1415,20250131,CUST-00991,1,Active,6.5,2095,2,4,0,
1416,20250228,CUST-00991,1,Highly Active,9.1,2066,6,4,0,
1417,20250331,CUST-00991,1,Active,5.1,1850,2,3,0,
1418,20250430,CUST-00991,1,Lapsed,6.8,1221,6,3,0,
1419,20250531,CUST-00991,1,Active,3.7,1956,6,4,0,
1420,20250630,CUST-00991,1,Active,2.1,2210,7,5,0,
1421,20250731,CUST-00991,0,Dormant,0.0,0,1,3,1,Product failure
1422,20250831,CUST-00991,0,Dormant,0.0,0,4,2,0,
1423,20250930,CUST-00991,0,Dormant,0.0,0,2,1,0,
1424,20251031,CUST-00991,0,Dormant,0.0,0,6,2,0,
1425,20251130,CUST-00991,0,Dormant,0.0,0,0,3,0,
1426,20251231,CUST-00991,0,Dormant,0.0,0,3,2,0,
1427,20260131,CUST-00991,0,Dormant,0.0,0,3,2,0,
1428,20260228,CUST-00991,0,Dormant,0.0,0,2,2,0,
1429,20260331,CUST-00991,0,Dormant,0.0,0,7,2,0,
1430,20260430,CUST-00991,0,Dormant,0.0,0,3,1,0,
1431,20241130,CUST-01001,1,Lapsed,6.7,1497,7,4,0,
1432,20241231,CUST-01001,1,Active,5.7,2460,8,4,0,
1433,20250131,CUST-01001,1,Active,9.6,1201,9,4,0,
1434,20250228,CUST-01001,1,Highly Active,6.9,1720,4,2,0,
1435,20250331,CUST-01001,1,Active,4.3,1440,9,3,0,
1436,20250430,CUST-01001,1,Active,8.1,1449,3,4,0,
1437,20250531,CUST-01001,1,Highly Active,7.0,2257,5,5,0,
1438,20250630,CUST-01001,0,Dormant,0.0,0,3,3,1,Moved/sold farm
1439,20250731,CUST-01001,0,Dormant,0.0,0,3,4,0,
1440,20250831,CUST-01001,0,Dormant,0.0,0,5,2,0,
1441,20250930,CUST-01001,0,Dormant,0.0,0,0,2,0,
1442,20251031,CUST-01001,0,Dormant,0.0,0,1,3,0,
1443,20251130,CUST-01001,0,Dormant,0.0,0,2,2,0,
1444,20251231,CUST-01001,0,Dormant,0.0,0,1,2,0,
1445,20260131,CUST-01001,0,Dormant,0.0,0,0,1,0,
1446,20260228,CUST-01001,0,Dormant,0.0,0,3,4,0,
1447,20260331,CUST-01001,0,Dormant,0.0,0,2,3,0,
1448,20260430,CUST-01001,0,Dormant,0.0,0,2,3,0,
1449,20231231,CUST-01011,1,Lapsed,0.0,1517,3,3,0,
1450,20240131,CUST-01011,1,Highly Active,7.1,1789,5,2,0,
1451,20240229,CUST-01011,1,Highly Active,6.8,1599,7,3,0,
1452,20240331,CUST-01011,1,Highly Active,7.2,1615,7,4,0,
1453,20240430,CUST-01011,1,Active,8.1,740,8,4,0,
1454,20240531,CUST-01011,1,Active,6.5,1687,10,2,0,
1455,20240630,CUST-01011,1,Active,6.4,1846,10,4,0,
1456,20240731,CUST-01011,1,Highly Active,6.1,1385,2,2,0,
1457,20240831,CUST-01011,1,Lapsed,4.1,1569,6,4,0,
1458,20240930,CUST-01011,1,Dormant,7.3,2756,7,3,0,
1459,20241031,CUST-01011,1,Active,2.0,2764,4,3,0,
1460,20241130,CUST-01011,1,Active,7.8,1465,1,3,0,
1461,20241231,CUST-01011,1,Highly Active,1.9,2429,6,4,0,
1462,20250131,CUST-01011,1,Highly Active,6.6,2152,9,3,0,
1463,20250228,CUST-01011,1,Dormant,5.0,306,3,4,0,
1464,20250331,CUST-01011,1,Active,7.0,2234,4,4,0,
1465,20250430,CUST-01011,1,Active,9.0,559,5,3,0,
1466,20250531,CUST-01011,1,Active,3.5,1882,6,4,0,
1467,20250630,CUST-01011,1,Lapsed,4.3,2139,7,4,0,
1468,20250731,CUST-01011,1,Dormant,5.7,2428,3,5,0,
1469,20250831,CUST-01011,1,Active,5.1,2346,5,4,0,
1470,20250930,CUST-01011,1,Highly Active,5.4,1674,9,4,0,
1471,20251031,CUST-01011,1,Lapsed,7.9,1367,4,5,0,
1472,20251130,CUST-01011,1,Lapsed,4.5,2150,5,4,0,
1473,20251231,CUST-01011,1,Highly Active,5.1,1205,5,4,0,
1474,20260131,CUST-01011,1,Active,9.6,1960,10,5,0,
1475,20260228,CUST-01011,1,Highly Active,6.6,1697,10,4,0,
1476,20260331,CUST-01011,1,Lapsed,5.3,1687,6,5,0,
1477,20260430,CUST-01011,1,Active,3.7,1723,6,3,0,
1478,20251231,CUST-01021,1,Highly Active,9.1,2024,9,4,0,
1479,20260131,CUST-01021,1,Highly Active,9.6,1931,5,3,0,
1480,20260228,CUST-01021,1,Highly Active,6.1,1551,10,5,0,
1481,20260331,CUST-01021,1,Highly Active,8.0,2502,8,2,0,
1482,20260430,CUST-01021,1,Highly Active,4.9,2221,6,5,0,
1483,20251031,CUST-01031,1,Dormant,5.3,2309,7,4,0,
1484,20251130,CUST-01031,1,Active,9.0,2062,5,5,0,
1485,20251231,CUST-01031,1,Active,8.8,2302,5,4,0,
1486,20260131,CUST-01031,1,Lapsed,7.7,379,8,4,0,
1487,20260228,CUST-01031,1,Highly Active,5.4,1344,6,4,0,
1488,20260331,CUST-01031,1,Highly Active,5.2,2279,10,3,0,
1489,20260430,CUST-01031,1,Active,7.1,953,3,2,0,
1490,20231231,CUST-01041,1,Active,3.5,2245,4,3,0,
1491,20240131,CUST-01041,1,Active,6.0,1543,4,3,0,
1492,20240229,CUST-01041,1,Highly Active,6.6,1527,5,4,0,
1493,20240331,CUST-01041,1,Active,9.3,2752,5,2,0,
1494,20240430,CUST-01041,1,Active,6.8,2413,4,4,0,
1495,20240531,CUST-01041,1,Active,7.7,2507,10,4,0,
1496,20240630,CUST-01041,1,Active,5.2,960,7,3,0,
1497,20240731,CUST-01041,1,Highly Active,10.0,2323,7,3,0,
1498,20240831,CUST-01041,1,Highly Active,5.5,1979,3,4,0,
1499,20240930,CUST-01041,1,Highly Active,5.6,544,6,4,0,
1500,20241031,CUST-01041,1,Lapsed,10.0,942,6,3,0,
1501,20241130,CUST-01041,1,Active,7.4,2347,5,5,0,
1502,20241231,CUST-01041,1,Active,5.0,1238,5,2,0,
1503,20250131,CUST-01041,1,Active,7.5,1235,9,4,0,
1504,20250228,CUST-01041,1,Highly Active,5.7,1968,4,3,0,
1505,20250331,CUST-01041,1,Active,2.9,1375,8,3,0,
1506,20250430,CUST-01041,1,Active,6.4,775,9,3,0,
1507,20250531,CUST-01041,1,Active,7.5,2764,10,5,0,
1508,20250630,CUST-01041,1,Highly Active,8.0,2669,4,4,0,
1509,20250731,CUST-01041,1,Dormant,9.9,1971,9,4,0,
1510,20250831,CUST-01041,1,Active,2.7,2634,9,4,0,
1511,20250930,CUST-01041,1,Highly Active,7.5,1993,4,4,0,
1512,20251031,CUST-01041,1,Active,6.6,1778,5,3,0,
1513,20251130,CUST-01041,1,Active,6.7,2240,4,4,0,
1514,20251231,CUST-01041,1,Dormant,7.3,1807,7,3,0,
1515,20260131,CUST-01041,1,Highly Active,4.3,1258,9,5,0,
1516,20260228,CUST-01041,1,Active,4.5,1868,8,3,0,
1517,20260331,CUST-01041,1,Active,3.0,1521,3,3,0,
1518,20260430,CUST-01041,1,Active,5.4,587,7,3,0,
1519,20250131,CUST-01051,1,Active,1.6,1875,10,4,0,
1520,20250228,CUST-01051,1,Active,2.7,1842,2,3,0,
1521,20250331,CUST-01051,0,Dormant,0.0,0,4,1,1,Better alternative
1522,20250430,CUST-01051,0,Dormant,0.0,0,3,1,0,
1523,20250531,CUST-01051,0,Dormant,0.0,0,3,1,0,
1524,20250630,CUST-01051,0,Dormant,0.0,0,0,3,0,
1525,20250731,CUST-01051,0,Dormant,0.0,0,1,2,0,
1526,20250831,CUST-01051,0,Dormant,0.0,0,1,1,0,
1527,20250930,CUST-01051,0,Dormant,0.0,0,2,1,0,
1528,20251031,CUST-01051,0,Dormant,0.0,0,2,5,0,
1529,20251130,CUST-01051,0,Dormant,0.0,0,6,3,0,
1530,20251231,CUST-01051,0,Dormant,0.0,0,5,2,0,
1531,20260131,CUST-01051,0,Dormant,0.0,0,3,4,0,
1532,20260228,CUST-01051,0,Dormant,0.0,0,7,1,0,
1533,20260331,CUST-01051,0,Dormant,0.0,0,4,2,0,
1534,20260430,CUST-01051,0,Dormant,0.0,0,5,2,0,
1535,20260331,CUST-01061,1,Lapsed,4.9,86,9,4,0,
1536,20260430,CUST-01061,1,Highly Active,5.3,3439,4,4,0,
1537,20251231,CUST-01071,1,Active,5.8,1173,0,3,0,
1538,20260131,CUST-01071,1,Highly Active,4.4,1995,10,3,0,
1539,20260228,CUST-01071,1,Highly Active,7.6,1896,7,3,0,
1540,20260331,CUST-01071,1,Lapsed,4.7,1324,7,5,0,
1541,20260430,CUST-01071,1,Active,7.2,1531,9,3,0,
1542,20260331,CUST-01081,1,Highly Active,6.8,1140,6,3,0,
1543,20260430,CUST-01081,1,Highly Active,6.5,2361,5,4,0,
1544,20250131,CUST-01091,1,Highly Active,5.5,1630,6,5,0,
1545,20250228,CUST-01091,1,Lapsed,6.1,1506,6,3,0,
1546,20250331,CUST-01091,1,Dormant,4.8,1691,4,2,0,
1547,20250430,CUST-01091,1,Highly Active,3.9,1464,4,5,0,
1548,20250531,CUST-01091,1,Active,10.0,1515,7,5,0,
1549,20250630,CUST-01091,1,Highly Active,7.2,2180,4,3,0,
1550,20250731,CUST-01091,1,Highly Active,5.1,2564,9,3,0,
1551,20250831,CUST-01091,1,Active,4.4,680,8,5,0,
1552,20250930,CUST-01091,1,Dormant,7.6,339,8,4,0,
1553,20251031,CUST-01091,1,Lapsed,5.7,2039,7,3,0,
1554,20251130,CUST-01091,1,Highly Active,4.4,1233,6,3,0,
1555,20251231,CUST-01091,1,Active,5.9,1974,5,3,0,
1556,20260131,CUST-01091,1,Active,4.9,1222,5,3,0,
1557,20260228,CUST-01091,1,Active,6.3,970,7,3,0,
1558,20260331,CUST-01091,1,Lapsed,3.3,1803,9,3,0,
1559,20260430,CUST-01091,1,Lapsed,7.0,1704,8,4,0,
1560,20250430,CUST-01101,1,Active,6.5,1915,5,4,0,
1561,20250531,CUST-01101,1,Lapsed,6.6,1777,5,5,0,
1562,20250630,CUST-01101,1,Active,5.1,1835,7,4,0,
1563,20250731,CUST-01101,1,Active,8.2,1794,4,4,0,
1564,20250831,CUST-01101,1,Active,7.5,2329,7,3,0,
1565,20250930,CUST-01101,1,Active,7.3,2075,10,3,0,
1566,20251031,CUST-01101,1,Active,7.8,1981,8,4,0,
1567,20251130,CUST-01101,1,Highly Active,7.9,2923,6,4,0,
1568,20251231,CUST-01101,1,Lapsed,3.1,1661,6,3,0,
1569,20260131,CUST-01101,1,Lapsed,7.2,1529,8,4,0,
1570,20260228,CUST-01101,1,Highly Active,6.9,1506,7,3,0,
1571,20260331,CUST-01101,1,Highly Active,4.3,2500,10,4,0,
1572,20260430,CUST-01101,1,Lapsed,2.8,822,10,2,0,
1573,20240831,CUST-01111,1,Highly Active,5.6,1743,5,3,0,
1574,20240930,CUST-01111,1,Lapsed,6.9,1647,10,3,0,
1575,20241031,CUST-01111,1,Active,6.5,1817,5,4,0,
1576,20241130,CUST-01111,1,Lapsed,8.9,1113,7,3,0,
1577,20241231,CUST-01111,1,Lapsed,6.1,1694,2,5,0,
1578,20250131,CUST-01111,1,Dormant,5.3,2046,7,4,0,
1579,20250228,CUST-01111,1,Active,3.4,1325,6,3,0,
1580,20250331,CUST-01111,1,Highly Active,7.0,1150,8,4,0,
1581,20250430,CUST-01111,1,Highly Active,2.3,3232,7,4,0,
1582,20250531,CUST-01111,1,Lapsed,4.0,1221,6,3,0,
1583,20250630,CUST-01111,1,Active,7.4,1903,7,4,0,
1584,20250731,CUST-01111,1,Highly Active,6.4,1714,8,4,0,
1585,20250831,CUST-01111,0,Dormant,0.0,0,4,1,1,Moved/sold farm
1586,20250930,CUST-01111,0,Dormant,0.0,0,6,2,0,
1587,20251031,CUST-01111,0,Dormant,0.0,0,1,4,0,
1588,20251130,CUST-01111,0,Dormant,0.0,0,5,2,0,
1589,20251231,CUST-01111,0,Dormant,0.0,0,2,1,0,
1590,20260131,CUST-01111,0,Dormant,0.0,0,6,2,0,
1591,20260228,CUST-01111,0,Dormant,0.0,0,5,2,0,
1592,20260331,CUST-01111,0,Dormant,0.0,0,2,2,0,
1593,20260430,CUST-01111,0,Dormant,0.0,0,4,1,0,
1594,20240630,CUST-01121,1,Active,3.4,1363,5,3,0,
1595,20240731,CUST-01121,1,Highly Active,9.8,2524,9,4,0,
1596,20240831,CUST-01121,1,Active,6.8,1945,10,4,0,
1597,20240930,CUST-01121,1,Highly Active,3.7,2106,7,4,0,
1598,20241031,CUST-01121,1,Highly Active,7.8,1327,5,4,0,
1599,20241130,CUST-01121,1,Lapsed,8.7,1088,10,3,0,
1600,20241231,CUST-01121,1,Highly Active,7.3,1542,7,4,0,
1601,20250131,CUST-01121,1,Active,6.3,603,7,3,0,
1602,20250228,CUST-01121,1,Highly Active,7.5,736,5,2,0,
1603,20250331,CUST-01121,1,Active,10.0,2560,3,4,0,
1604,20250430,CUST-01121,1,Active,9.1,1623,5,4,0,
1605,20250531,CUST-01121,1,Active,7.0,2091,9,3,0,
1606,20250630,CUST-01121,1,Highly Active,9.7,3217,7,5,0,
1607,20250731,CUST-01121,1,Active,6.7,1365,5,3,0,
1608,20250831,CUST-01121,0,Dormant,0.0,0,3,2,1,Better alternative
1609,20250930,CUST-01121,0,Dormant,0.0,0,5,1,0,
1610,20251031,CUST-01121,0,Dormant,0.0,0,3,1,0,
1611,20251130,CUST-01121,0,Dormant,0.0,0,1,2,0,
1612,20251231,CUST-01121,0,Dormant,0.0,0,0,2,0,
1613,20260131,CUST-01121,0,Dormant,0.0,0,3,2,0,
1614,20260228,CUST-01121,0,Dormant,0.0,0,2,2,0,
1615,20260331,CUST-01121,0,Dormant,0.0,0,2,3,0,
1616,20260430,CUST-01121,0,Dormant,0.0,0,3,1,0,
1617,20241031,CUST-01131,1,Active,10.0,2602,6,4,0,
1618,20241130,CUST-01131,1,Active,6.6,1576,0,3,0,
1619,20241231,CUST-01131,1,Highly Active,5.4,2015,7,3,0,
1620,20250131,CUST-01131,1,Highly Active,8.6,2519,8,3,0,
1621,20250228,CUST-01131,1,Active,6.1,1889,7,4,0,
1622,20250331,CUST-01131,1,Active,6.8,546,7,4,0,
1623,20250430,CUST-01131,1,Active,4.1,1221,9,3,0,
1624,20250531,CUST-01131,1,Highly Active,4.8,1640,2,4,0,
1625,20250630,CUST-01131,1,Active,0.0,1241,8,4,0,
