DeviceDayID,DateKey,DeviceID,Status,AvgUptimePct,AvgRuntimeHrs,TotalWaterPumpedLitres,AvgFlowRateM3H,TotalSolarGenKWh,AvgBatterySoCPct,AvgSignalStrengthDBm,HeartbeatMissCount,AvgDataLatencyMs
1269,20250531,DEV-00396,Online,91.6,4.8,1561,2.7,2.0,74,-73,1,307
1270,20250630,DEV-00396,Online,90.5,7.5,1889,1.7,2.8,73,-76,2,248
1271,20250731,DEV-00396,Online,99.7,6.5,1850,2.3,3.6,47,-70,0,133
1272,20250831,DEV-00396,Offline,62.4,5.6,1858,2.8,3.1,53,-69,2,257
1273,20250930,DEV-00396,Online,94.8,6.4,1171,3.9,4.0,73,-79,0,227
1274,20251031,DEV-00396,Online,97.8,6.6,1361,2.5,1.7,66,-78,1,248
1275,20251130,DEV-00396,Online,97.0,4.8,1370,3.0,2.3,77,-83,2,290
1276,20251231,DEV-00396,Online,98.2,4.8,1548,3.9,3.3,56,-73,3,101
1277,20260131,DEV-00396,Online,95.8,6.8,2411,3.7,2.4,58,-75,1,383
1278,20260228,DEV-00396,Degraded,55.0,6.0,2992,2.8,3.1,66,-58,1,246
1279,20260331,DEV-00396,Online,99.9,4.7,1483,2.0,1.2,66,-81,0,354
1280,20260430,DEV-00396,Online,91.5,4.3,1819,2.6,1.8,69,-82,0,436
1281,20250131,DEV-00401,Online,93.6,7.9,1680,2.8,2.4,71,-68,0,353
1282,20250228,DEV-00401,Online,98.2,7.5,2282,3.1,2.6,49,-71,0,124
1283,20250331,DEV-00401,Online,94.6,4.0,1629,2.3,2.4,59,-75,1,239
1284,20250430,DEV-00401,Online,95.0,5.6,1368,2.5,2.4,74,-74,0,192
1285,20250531,DEV-00401,Online,88.7,3.7,1570,2.1,2.2,52,-80,0,185
1286,20250630,DEV-00401,Online,88.3,6.8,1444,2.7,2.0,90,-77,1,353
1287,20250731,DEV-00401,Online,99.9,5.4,2333,2.0,2.3,94,-70,4,254
1288,20250831,DEV-00401,Online,83.8,4.6,1710,2.2,2.2,82,-61,1,80
1289,20250930,DEV-00401,Online,90.3,3.3,1080,4.0,2.3,55,-81,3,132
1290,20251031,DEV-00401,Online,91.4,5.2,300,3.4,1.6,86,-73,1,317
1291,20251130,DEV-00401,Online,93.1,6.1,1449,2.4,2.5,72,-54,1,332
1292,20251231,DEV-00401,Online,95.3,4.3,1984,3.6,3.4,73,-54,1,80
1293,20260131,DEV-00401,Online,98.1,5.7,2774,3.6,2.9,42,-64,0,200
1294,20260228,DEV-00401,Online,91.8,6.6,1076,2.1,2.7,43,-74,3,328
1295,20260331,DEV-00401,Online,97.7,5.7,480,3.0,1.8,57,-90,3,287
1296,20260430,DEV-00401,Online,90.6,6.0,820,2.7,1.9,52,-71,1,253
1297,20250131,DEV-00406,Online,94.1,5.6,1981,3.0,2.4,92,-57,0,315
1298,20250228,DEV-00406,Online,98.7,5.7,2986,3.2,2.1,74,-79,1,238
1299,20250331,DEV-00406,Online,86.0,5.3,700,2.4,2.0,59,-80,0,172
1300,20250430,DEV-00406,Online,97.6,5.5,1206,2.7,2.0,72,-86,0,233
1301,20250531,DEV-00406,Offline,65.4,4.4,2237,2.6,1.6,43,-71,3,285
1302,20250630,DEV-00406,Online,97.7,7.0,1444,2.7,2.8,78,-73,1,109
1303,20250731,DEV-00406,Degraded,72.2,6.0,2974,3.3,3.7,95,-67,1,321
1304,20250831,DEV-00406,Online,98.5,6.7,2800,1.8,3.1,86,-50,0,356
1305,20250930,DEV-00406,Online,91.6,2.9,1778,2.3,2.3,71,-63,0,187
1306,20251031,DEV-00406,Online,93.0,5.7,1709,3.4,2.3,68,-77,0,110
1307,20251130,DEV-00406,Online,99.9,4.4,1164,3.1,2.8,73,-63,0,214
1308,20251231,DEV-00406,Online,85.8,5.7,1577,2.6,2.2,62,-80,3,324
1309,20260131,DEV-00406,Online,89.1,5.9,2345,3.6,1.5,56,-72,0,269
1310,20260228,DEV-00406,Online,92.0,7.0,1949,1.9,1.8,59,-74,0,328
1311,20260331,DEV-00406,Online,98.8,8.1,2223,1.5,1.6,70,-56,0,427
1312,20260430,DEV-00406,Online,92.5,3.2,1433,3.5,1.5,71,-69,2,335
1313,20250131,DEV-00411,Online,90.9,7.7,1857,4.0,3.4,54,-72,3,134
1314,20250228,DEV-00411,Online,90.6,4.9,2645,2.8,3.5,72,-62,0,217
1315,20250331,DEV-00411,Online,89.7,5.1,2274,2.2,1.2,73,-66,2,403
1316,20250430,DEV-00411,Online,96.2,4.7,560,3.0,2.4,67,-74,0,334
1317,20250531,DEV-00411,Online,95.9,4.9,1770,2.4,2.0,80,-58,0,80
1318,20250630,DEV-00411,Online,94.4,7.4,1766,4.0,2.5,63,-74,4,187
1319,20250731,DEV-00411,Online,96.4,6.9,1936,3.2,2.6,78,-72,0,244
1320,20250831,DEV-00411,Online,87.3,8.1,2426,2.9,1.7,58,-59,1,339
1321,20250930,DEV-00411,Online,96.8,5.5,2007,2.4,3.3,61,-66,1,410
1322,20251031,DEV-00411,Online,95.5,5.9,542,4.0,1.7,68,-63,0,200
1323,20251130,DEV-00411,Online,96.9,5.8,1559,1.9,1.8,90,-65,0,330
1324,20251231,DEV-00411,Degraded,57.8,5.6,1175,3.6,2.5,58,-50,0,433
1325,20260131,DEV-00411,Online,88.9,7.9,2147,3.3,3.6,67,-81,1,150
1326,20260228,DEV-00411,Online,99.9,7.1,1912,3.1,2.2,63,-67,1,311
1327,20260331,DEV-00411,Online,91.6,4.2,495,2.8,2.0,37,-82,1,423
1328,20260430,DEV-00411,Online,92.9,6.5,1429,2.4,2.8,56,-72,0,287
1329,20250131,DEV-00416,Online,85.5,6.6,2713,2.3,2.6,93,-84,0,226
1330,20250228,DEV-00416,Online,97.9,7.5,2348,3.0,3.4,67,-82,0,238
1331,20250331,DEV-00416,Online,99.9,5.9,353,3.6,3.0,74,-50,2,458
1332,20250430,DEV-00416,Online,96.0,5.5,1733,2.7,2.2,61,-86,3,80
1333,20250531,DEV-00416,Online,90.8,7.0,1529,3.2,1.8,90,-68,1,329
1334,20250630,DEV-00416,Online,93.7,7.3,1709,2.2,2.5,55,-69,1,407
1335,20250731,DEV-00416,Online,98.1,7.3,2729,2.9,2.9,67,-68,1,218
1336,20250831,DEV-00416,Online,93.9,6.5,2334,2.9,2.3,68,-70,1,138
1337,20250930,DEV-00416,Online,99.9,7.1,1076,3.2,2.2,66,-71,0,427
1338,20251031,DEV-00416,Online,93.3,3.7,1320,2.4,2.2,72,-84,2,174
1339,20251130,DEV-00416,Online,95.0,4.7,438,2.9,1.7,79,-50,2,233
1340,20251231,DEV-00416,Online,95.8,5.8,912,2.5,3.4,52,-75,0,251
1341,20260131,DEV-00416,Online,92.3,5.8,1961,2.7,3.7,57,-85,2,215
1342,20260228,DEV-00416,Online,86.6,6.8,2753,2.1,2.6,54,-81,1,349
1343,20260331,DEV-00416,Online,92.4,4.7,1307,2.8,3.2,75,-69,0,404
1344,20260430,DEV-00416,Online,95.8,3.5,2008,2.7,2.2,86,-72,0,119
1345,20250131,DEV-00421,Online,93.8,6.5,1484,2.3,2.8,58,-63,2,384
1346,20250228,DEV-00421,Online,97.6,6.3,2693,3.2,3.1,62,-76,1,237
1347,20250331,DEV-00421,Online,99.9,6.2,2086,2.8,2.1,82,-65,2,344
1348,20250430,DEV-00421,Online,92.7,5.2,1709,2.4,2.4,75,-53,0,478
1349,20250531,DEV-00421,Online,92.7,6.5,1394,2.9,2.0,64,-60,1,115
1350,20250630,DEV-00421,Online,94.7,7.2,2159,2.3,3.6,43,-82,1,341
1351,20250731,DEV-00421,Degraded,63.5,6.1,1535,2.6,3.3,62,-67,2,351
1352,20250831,DEV-00421,Online,88.8,6.7,1803,3.3,3.3,79,-90,2,284
1353,20250930,DEV-00421,Online,87.7,6.5,1480,1.6,3.0,83,-74,0,283
1354,20251031,DEV-00421,Online,92.5,7.0,1616,3.1,2.9,72,-65,1,144
1355,20251130,DEV-00421,Online,97.0,2.8,1535,2.9,2.8,68,-77,2,266
1356,20251231,DEV-00421,Online,94.8,6.7,878,3.7,2.2,64,-82,1,230
1357,20260131,DEV-00421,Online,96.0,6.5,1954,3.7,2.2,75,-77,1,334
1358,20260228,DEV-00421,Online,91.6,7.8,2162,3.0,3.0,64,-70,1,391
1359,20260331,DEV-00421,Online,90.3,3.4,2141,3.0,1.6,71,-75,0,312
1360,20260430,DEV-00421,Online,90.1,6.3,1764,2.9,1.7,57,-93,0,124
1361,20250131,DEV-00426,Online,93.3,4.5,1450,2.8,3.5,74,-72,2,264
1362,20250228,DEV-00426,Degraded,56.8,7.5,2813,3.6,3.4,58,-58,0,253
1363,20250331,DEV-00426,Offline,58.1,8.6,1511,3.6,1.9,71,-73,2,389
1364,20250430,DEV-00426,Online,94.9,5.7,1453,2.7,2.1,69,-58,2,314
1365,20250531,DEV-00426,Online,98.4,4.3,1228,2.1,1.9,61,-60,1,80
1366,20250630,DEV-00426,Online,97.2,6.3,1562,3.0,2.4,69,-95,3,534
1367,20250731,DEV-00426,Online,95.1,7.1,2442,3.0,3.3,67,-66,3,319
1368,20250831,DEV-00426,Offline,58.1,4.4,1302,2.4,2.7,72,-63,0,346
1369,20250930,DEV-00426,Online,91.7,6.4,1330,3.5,3.2,65,-60,0,228
1370,20251031,DEV-00426,Online,90.2,5.7,697,2.7,2.6,60,-77,3,112
1371,20251130,DEV-00426,Offline,57.5,5.5,1833,2.9,2.5,70,-59,1,336
1372,20251231,DEV-00426,Online,92.8,5.7,1445,2.3,2.7,79,-63,0,170
1373,20260131,DEV-00426,Online,96.6,7.1,2151,3.0,3.2,45,-71,1,355
1374,20260228,DEV-00426,Online,91.8,6.1,2445,3.4,3.3,61,-62,1,240
1375,20260331,DEV-00426,Online,91.0,7.6,1287,2.1,2.4,67,-78,0,309
1376,20260430,DEV-00426,Online,97.9,4.6,1001,3.3,2.3,92,-51,1,250
1377,20250131,DEV-00431,Online,99.9,6.0,2383,1.7,4.0,73,-87,0,172
1378,20250228,DEV-00431,Online,86.6,7.4,1815,1.5,2.5,51,-78,2,440
1379,20250331,DEV-00431,Online,96.0,4.2,1569,3.3,2.1,76,-89,2,334
1380,20250430,DEV-00431,Online,89.6,6.2,1206,2.7,1.8,76,-73,0,414
1381,20250531,DEV-00431,Online,99.3,4.6,1360,2.5,1.7,83,-68,0,257
1382,20250630,DEV-00431,Online,99.9,5.6,2622,3.9,2.5,63,-73,0,160
1383,20250731,DEV-00431,Online,93.7,7.2,2680,2.5,2.2,86,-59,1,207
1384,20250831,DEV-00431,Online,86.3,6.4,3011,2.6,3.3,64,-51,0,184
1385,20250930,DEV-00431,Online,84.1,5.0,1530,2.8,3.2,60,-66,1,408
1386,20251031,DEV-00431,Online,91.8,7.8,2145,2.5,1.6,39,-92,1,295
1387,20251130,DEV-00431,Online,96.5,6.5,2237,1.5,2.5,70,-68,0,249
1388,20251231,DEV-00431,Offline,61.1,6.1,1377,2.3,2.2,78,-87,1,176
1389,20260131,DEV-00431,Degraded,60.6,9.6,2183,3.1,1.5,48,-75,0,165
1390,20260228,DEV-00431,Online,92.3,7.2,2279,3.1,2.2,87,-67,0,163
1391,20260331,DEV-00431,Online,93.4,6.3,1109,2.5,2.9,62,-77,1,287
1392,20260430,DEV-00431,Online,98.9,6.7,1025,2.6,2.3,69,-91,2,225
1393,20250131,DEV-00436,Online,94.2,8.8,2506,2.3,2.7,73,-50,1,261
1394,20250228,DEV-00436,Online,98.5,6.5,2344,2.6,1.9,42,-77,0,80
1395,20250331,DEV-00436,Online,98.6,4.9,1274,2.8,2.3,72,-70,1,321
1396,20250430,DEV-00436,Online,93.4,6.3,1460,2.2,2.5,62,-65,0,225
1397,20250531,DEV-00436,Online,98.8,6.1,1242,2.1,1.9,85,-51,0,227
1398,20250630,DEV-00436,Online,90.4,6.1,1956,2.6,2.1,69,-69,0,281
1399,20250731,DEV-00436,Online,98.9,6.5,2589,3.5,3.3,78,-71,1,421
1400,20250831,DEV-00436,Online,96.3,5.8,2091,3.6,2.5,59,-62,1,220
1401,20250930,DEV-00436,Online,99.2,5.9,611,3.0,2.4,52,-54,1,310
1402,20251031,DEV-00436,Degraded,62.1,6.1,639,2.5,2.3,48,-79,1,207
1403,20251130,DEV-00436,Online,96.5,5.3,2253,2.7,1.8,73,-78,3,268
1404,20251231,DEV-00436,Online,95.3,5.4,905,2.9,3.5,56,-58,0,297
1405,20260131,DEV-00436,Online,99.2,6.7,2273,2.8,2.7,81,-85,1,311
1406,20260228,DEV-00436,Online,95.1,6.7,2351,1.8,1.9,72,-72,0,188
1407,20260331,DEV-00436,Online,93.7,4.8,1279,4.0,2.7,49,-85,0,386
1408,20260430,DEV-00436,Degraded,63.2,6.4,1450,2.8,2.0,50,-61,1,407
1409,20250131,DEV-00441,Online,90.2,5.7,2640,2.4,3.3,78,-57,0,408
1410,20250228,DEV-00441,Online,95.7,6.0,2007,2.5,3.4,45,-72,1,159
1411,20250331,DEV-00441,Online,97.4,5.1,1283,2.1,1.3,68,-72,1,97
1412,20250430,DEV-00441,Online,98.2,7.6,1419,2.3,1.8,63,-83,1,95
1413,20250531,DEV-00441,Online,91.8,6.6,2186,3.4,2.4,57,-61,1,339
1414,20250630,DEV-00441,Online,96.3,5.4,1602,3.2,2.2,65,-57,1,304
1415,20250731,DEV-00441,Online,92.4,7.8,2231,3.5,3.1,69,-82,2,241
1416,20250831,DEV-00441,Online,86.9,5.8,2296,2.1,2.4,73,-62,0,205
1417,20250930,DEV-00441,Online,94.0,5.2,1511,2.4,2.4,63,-84,0,347
1418,20251031,DEV-00441,Online,90.8,3.6,1785,2.6,1.4,79,-86,0,218
1419,20251130,DEV-00441,Online,98.7,4.6,347,2.7,2.0,66,-50,2,243
1420,20251231,DEV-00441,Online,95.5,7.6,1887,2.8,3.0,61,-81,1,197
1421,20260131,DEV-00441,Online,91.8,8.3,1854,2.4,2.4,75,-79,0,357
1422,20260228,DEV-00441,Online,99.9,4.8,1697,3.8,3.6,46,-63,0,161
1423,20260331,DEV-00441,Online,94.3,5.2,918,1.9,3.0,88,-67,1,80
1424,20260430,DEV-00441,Online,91.6,7.7,1771,2.4,1.9,50,-58,4,226
1425,20250131,DEV-00446,Online,92.4,8.0,2614,1.8,3.3,75,-82,0,239
1426,20250228,DEV-00446,Degraded,57.2,9.4,1346,3.2,3.4,71,-77,1,402
1427,20250331,DEV-00446,Online,92.9,5.2,2421,2.0,1.5,93,-51,2,319
1428,20250430,DEV-00446,Online,93.4,6.4,1587,3.4,1.3,82,-77,1,294
1429,20250531,DEV-00446,Online,97.3,6.7,1017,1.5,2.1,74,-64,3,175
1430,20250630,DEV-00446,Online,94.6,10.0,2382,2.2,3.0,69,-69,0,117
1431,20250731,DEV-00446,Online,86.9,6.5,2183,3.2,3.8,78,-65,0,156
1432,20250831,DEV-00446,Online,90.4,5.5,2400,3.3,2.9,72,-76,3,341
1433,20250930,DEV-00446,Online,93.0,4.7,1428,3.5,2.3,80,-85,2,350
1434,20251031,DEV-00446,Online,94.1,5.0,1218,3.0,1.9,83,-76,2,162
1435,20251130,DEV-00446,Offline,68.4,6.7,1680,2.8,2.2,74,-55,0,296
1436,20251231,DEV-00446,Online,87.8,4.9,1834,2.6,3.5,64,-70,1,389
1437,20260131,DEV-00446,Online,88.7,5.5,2014,2.4,2.5,69,-60,0,348
1438,20260228,DEV-00446,Online,93.6,6.5,2078,2.8,2.5,88,-69,2,330
1439,20260331,DEV-00446,Online,91.9,7.2,1211,1.6,1.9,70,-73,0,80
1440,20260430,DEV-00446,Online,96.6,7.5,1261,3.5,1.7,63,-81,0,203
1441,20250131,DEV-00451,Online,94.6,6.0,2987,3.4,2.9,61,-80,0,301
1442,20250228,DEV-00451,Online,95.1,7.4,2222,2.6,3.2,78,-69,1,339
1443,20250331,DEV-00451,Offline,55.7,5.8,495,3.1,1.0,64,-63,1,148
1444,20250430,DEV-00451,Online,95.5,5.1,899,2.5,2.5,75,-55,0,374
1445,20250531,DEV-00451,Online,99.9,5.0,334,3.5,1.1,70,-68,0,322
1446,20250630,DEV-00451,Online,92.2,5.3,1725,3.4,2.6,72,-75,1,156
1447,20250731,DEV-00451,Online,86.8,5.9,1653,3.4,2.6,54,-67,1,358
1448,20250831,DEV-00451,Offline,57.8,8.9,2602,3.0,2.9,72,-73,1,237
1449,20250930,DEV-00451,Online,91.4,4.7,1111,3.4,2.3,58,-58,2,423
1450,20251031,DEV-00451,Online,94.8,5.7,1667,2.8,2.1,56,-80,1,99
1451,20251130,DEV-00451,Online,91.1,3.7,1675,3.0,1.9,64,-61,1,425
1452,20251231,DEV-00451,Online,99.4,4.5,1423,3.4,2.2,60,-82,0,296
1453,20260131,DEV-00451,Online,96.4,7.8,1784,4.0,2.7,71,-54,1,353
1454,20260228,DEV-00451,Online,92.9,7.1,1796,3.3,3.3,74,-77,0,264
1455,20260331,DEV-00451,Online,93.5,6.9,1758,2.2,2.6,53,-77,1,166
1456,20260430,DEV-00451,Online,97.6,2.7,1429,3.2,1.3,52,-70,6,503
1457,20250131,DEV-00456,Online,91.3,3.7,3252,3.0,3.0,50,-76,2,379
1458,20250228,DEV-00456,Online,89.0,8.9,2271,2.4,3.6,71,-82,2,365
1459,20250331,DEV-00456,Online,94.5,5.0,905,2.9,2.3,58,-80,0,289
1460,20250430,DEV-00456,Online,90.3,5.2,1947,2.6,2.1,64,-84,1,314
1461,20250531,DEV-00456,Online,88.9,5.1,439,3.2,2.6,91,-70,1,239
1462,20250630,DEV-00456,Online,89.9,6.5,2424,3.2,2.5,52,-63,3,476
1463,20250731,DEV-00456,Online,91.7,6.2,2528,2.6,3.3,59,-51,2,307
1464,20250831,DEV-00456,Online,94.4,3.1,2290,3.3,3.6,34,-75,0,392
1465,20250930,DEV-00456,Online,91.4,4.8,1588,1.8,3.1,74,-81,0,356
1466,20251031,DEV-00456,Online,95.4,5.3,1032,2.0,2.1,94,-70,0,459
1467,20251130,DEV-00456,Online,87.5,5.3,1060,2.4,2.0,65,-78,0,277
1468,20251231,DEV-00456,Offline,64.9,6.8,2189,3.3,2.8,70,-86,0,341
1469,20260131,DEV-00456,Online,91.8,4.3,2183,3.0,3.2,61,-74,1,306
1470,20260228,DEV-00456,Online,84.9,8.0,2371,3.5,3.0,65,-56,0,454
1471,20260331,DEV-00456,Online,95.1,6.3,2209,2.3,2.5,71,-68,1,126
1472,20260430,DEV-00456,Online,96.4,5.9,2298,3.8,1.7,64,-82,1,283
1473,20250131,DEV-00461,Online,99.9,3.8,1465,2.0,2.3,60,-70,0,469
1474,20250228,DEV-00461,Online,94.8,10.0,2136,2.6,2.3,78,-83,1,152
1475,20250331,DEV-00461,Online,86.5,6.5,1306,1.7,1.7,59,-74,0,266
1476,20250430,DEV-00461,Degraded,55.8,6.3,1700,2.3,2.0,65,-54,4,299
1477,20250531,DEV-00461,Online,88.4,4.9,1848,3.3,2.1,75,-59,1,86
1478,20250630,DEV-00461,Online,99.9,6.5,2187,4.0,2.8,35,-74,0,284
1479,20250731,DEV-00461,Online,93.3,6.0,2430,1.5,2.7,73,-78,0,208
1480,20250831,DEV-00461,Online,95.6,7.5,1803,3.0,3.3,87,-65,0,349
1481,20250930,DEV-00461,Online,99.7,4.7,1712,2.2,3.1,63,-84,1,293
1482,20251031,DEV-00461,Online,93.9,3.8,1380,2.5,1.5,71,-79,2,174
1483,20251130,DEV-00461,Online,97.1,4.2,1162,2.8,2.1,71,-87,3,219
1484,20251231,DEV-00461,Online,95.6,5.7,832,3.6,2.7,75,-89,1,446
1485,20260131,DEV-00461,Online,94.2,6.7,1916,2.0,2.9,87,-50,1,236
1486,20260228,DEV-00461,Online,93.0,8.0,2753,2.1,2.9,81,-67,1,159
1487,20260331,DEV-00461,Online,99.9,5.4,1403,2.4,1.0,72,-73,1,217
1488,20260430,DEV-00461,Online,99.2,5.9,1887,2.2,2.2,49,-76,1,186
1489,20250131,DEV-00466,Online,93.7,7.8,1383,2.1,3.7,51,-70,1,307
1490,20250228,DEV-00466,Online,92.7,8.5,2641,2.7,2.9,84,-66,1,344
1491,20250331,DEV-00466,Online,92.2,4.8,1406,3.5,2.7,60,-71,1,291
1492,20250430,DEV-00466,Online,91.5,5.7,1504,3.5,2.4,60,-86,0,244
1493,20250531,DEV-00466,Online,92.3,3.7,2116,3.2,2.2,84,-63,0,249
1494,20250630,DEV-00466,Online,99.9,6.4,2083,2.4,2.6,50,-64,2,174
1495,20250731,DEV-00466,Online,92.1,6.0,2539,1.7,2.9,47,-82,0,259
1496,20250831,DEV-00466,Online,90.9,7.2,1265,2.0,2.8,65,-59,1,355
1497,20250930,DEV-00466,Online,95.9,7.0,1952,2.9,3.5,88,-62,1,171
1498,20251031,DEV-00466,Online,98.7,5.5,2442,2.7,2.4,82,-70,0,380
1499,20251130,DEV-00466,Online,99.9,5.1,1877,2.4,2.0,75,-78,2,160
1500,20251231,DEV-00466,Online,96.5,5.7,1252,3.3,3.4,72,-79,0,294
1501,20260131,DEV-00466,Online,89.7,9.8,1712,2.8,2.9,63,-76,2,412
1502,20260228,DEV-00466,Online,89.1,6.4,2472,3.7,3.8,74,-57,1,159
1503,20260331,DEV-00466,Online,92.6,4.7,1713,2.8,1.7,85,-66,1,254
1504,20260430,DEV-00466,Online,93.6,6.1,864,3.6,1.4,72,-64,2,307
1505,20250131,DEV-00471,Offline,58.6,6.3,2340,2.8,3.2,83,-69,0,252
1506,20250228,DEV-00471,Online,88.9,8.6,2878,3.7,2.6,66,-78,1,204
1507,20250331,DEV-00471,Offline,56.6,3.8,1806,2.2,1.4,82,-77,1,442
1508,20250430,DEV-00471,Online,91.3,5.2,982,2.3,1.3,68,-76,0,189
1509,20250531,DEV-00471,Online,94.8,5.3,998,3.2,1.8,60,-56,0,168
1510,20250630,DEV-00471,Online,98.0,5.6,2219,2.7,3.0,79,-77,1,304
1511,20250731,DEV-00471,Online,90.6,6.9,2665,3.1,2.6,34,-64,1,469
1512,20250831,DEV-00471,Online,90.8,7.1,2735,2.7,3.5,69,-76,1,244
1513,20250930,DEV-00471,Offline,59.4,5.7,1136,3.2,2.3,75,-61,2,385
1514,20251031,DEV-00471,Online,94.0,3.8,2380,2.0,2.6,60,-74,1,281
1515,20251130,DEV-00471,Online,99.9,6.8,1634,1.5,2.1,55,-73,0,295
1516,20251231,DEV-00471,Online,88.7,5.8,2031,2.9,2.8,51,-95,0,357
1517,20260131,DEV-00471,Online,91.4,7.4,2150,1.8,2.5,76,-75,5,152
1518,20260228,DEV-00471,Online,99.9,7.5,2410,2.5,3.1,85,-67,3,353
1519,20260331,DEV-00471,Online,94.2,5.4,1256,3.0,2.3,65,-64,1,407
1520,20260430,DEV-00471,Online,91.4,5.8,1898,2.9,1.9,83,-65,2,207
1521,20250131,DEV-00476,Online,95.3,6.2,2022,3.3,3.2,55,-82,0,349
1522,20250228,DEV-00476,Online,90.8,6.1,2473,2.9,2.9,80,-59,0,307
1523,20250331,DEV-00476,Offline,61.2,5.0,1035,2.7,1.4,73,-66,1,260
1524,20250430,DEV-00476,Online,92.3,4.8,1951,3.2,2.0,75,-74,2,350
1525,20250531,DEV-00476,Online,85.9,5.3,2850,2.9,1.9,69,-75,2,277
1526,20250630,DEV-00476,Online,96.7,6.4,1618,2.2,2.8,80,-60,0,262
1527,20250731,DEV-00476,Online,91.4,8.2,2029,2.2,2.7,53,-66,0,480
1528,20250831,DEV-00476,Online,84.9,5.1,1740,2.6,2.9,71,-78,1,83
1529,20250930,DEV-00476,Online,96.7,8.1,1173,3.9,2.5,77,-68,0,85
1530,20251031,DEV-00476,Online,91.1,7.0,937,2.9,2.0,79,-75,2,282
1531,20251130,DEV-00476,Online,91.7,5.2,1219,3.0,2.4,65,-68,2,219
1532,20251231,DEV-00476,Online,99.1,6.4,810,2.5,3.0,89,-65,1,440
1533,20260131,DEV-00476,Online,93.2,5.3,1595,2.7,2.1,70,-75,1,432
1534,20260228,DEV-00476,Degraded,68.4,6.3,2799,2.0,2.7,82,-70,1,441
1535,20260331,DEV-00476,Online,92.0,3.4,2414,3.6,1.5,62,-65,0,286
1536,20260430,DEV-00476,Online,99.9,4.5,1004,3.9,1.7,67,-77,0,199
1537,20250131,DEV-00481,Degraded,56.0,6.0,2160,1.8,3.0,71,-68,1,80
1538,20250228,DEV-00481,Online,93.4,5.5,1762,2.8,3.1,93,-63,2,211
1539,20250331,DEV-00481,Online,90.7,6.2,1427,3.0,1.3,50,-81,2,259
1540,20250430,DEV-00481,Offline,59.0,3.6,1606,3.0,2.1,62,-73,1,222
1541,20250531,DEV-00481,Online,90.4,5.6,1922,2.5,2.2,67,-70,3,286
1542,20250630,DEV-00481,Online,87.9,7.2,2332,3.3,3.0,67,-84,0,226
1543,20250731,DEV-00481,Online,88.1,6.0,1673,1.9,3.3,68,-66,0,415
1544,20250831,DEV-00481,Offline,54.5,6.0,2635,2.2,2.5,64,-63,2,201
1545,20250930,DEV-00481,Online,99.9,4.0,1060,3.1,2.5,52,-67,0,259
1546,20251031,DEV-00481,Online,97.9,3.8,1383,2.3,2.5,59,-78,2,183
1547,20251130,DEV-00481,Online,94.9,3.9,917,2.3,2.3,57,-60,0,364
1548,20251231,DEV-00481,Online,87.2,6.3,2020,2.4,2.6,59,-70,1,199
1549,20260131,DEV-00481,Online,93.3,9.1,2586,3.0,2.3,62,-50,0,173
1550,20260228,DEV-00481,Online,99.9,7.0,2760,3.1,3.0,67,-75,0,80
1551,20260331,DEV-00481,Online,94.6,5.7,1025,2.3,1.9,66,-83,0,196
1552,20260430,DEV-00481,Online,97.1,7.1,1167,2.9,3.0,73,-64,1,253
1553,20250131,DEV-00486,Online,94.8,7.2,2549,3.2,2.1,51,-72,2,293
1554,20250228,DEV-00486,Online,93.0,7.6,2237,2.5,2.9,62,-69,1,337
1555,20250331,DEV-00486,Online,90.7,4.8,1996,3.2,1.8,64,-61,4,213
1556,20250430,DEV-00486,Online,97.3,6.3,1296,3.6,1.6,88,-60,1,216
1557,20250531,DEV-00486,Online,98.2,6.9,2239,2.0,1.7,57,-64,0,228
1558,20250630,DEV-00486,Online,97.8,4.7,1405,3.1,2.0,67,-66,1,332
1559,20250731,DEV-00486,Offline,59.6,6.3,2170,3.3,1.9,68,-70,2,441
1560,20250831,DEV-00486,Online,90.8,4.3,1575,2.2,2.6,68,-55,1,331
1561,20250930,DEV-00486,Online,92.2,8.1,1968,3.1,2.7,80,-80,0,304
1562,20251031,DEV-00486,Online,90.4,5.4,1272,1.8,1.0,79,-68,2,328
1563,20251130,DEV-00486,Online,91.0,4.3,1789,3.6,2.4,59,-81,0,421
1564,20251231,DEV-00486,Online,94.7,5.3,872,2.2,2.6,42,-68,6,274
1565,20260131,DEV-00486,Online,93.5,6.9,2268,3.0,3.8,65,-76,3,219
1566,20260228,DEV-00486,Online,88.3,7.4,2426,1.8,2.7,94,-50,3,460
1567,20260331,DEV-00486,Online,99.8,4.9,1684,3.5,1.5,58,-71,0,282
1568,20260430,DEV-00486,Online,94.1,5.5,1336,3.0,1.7,72,-85,1,265
1569,20250131,DEV-00491,Online,92.0,6.5,2039,3.0,2.2,46,-56,1,328
1570,20250228,DEV-00491,Online,92.7,6.9,3160,2.9,2.8,56,-93,1,316
1571,20250331,DEV-00491,Online,92.7,5.2,1508,1.5,2.4,53,-95,1,152
1572,20250430,DEV-00491,Online,97.6,6.1,744,2.4,2.6,72,-65,2,278
1573,20250531,DEV-00491,Online,95.8,5.1,1577,2.0,1.6,63,-80,3,159
1574,20250630,DEV-00491,Online,97.2,7.1,1736,2.8,3.1,56,-63,2,290
1575,20250731,DEV-00491,Degraded,59.9,7.1,2365,3.3,2.9,88,-69,2,272
