LoanSnapshotID,DateKey,LoanID,CustomerID,ProductID,RegionID,DisbursementDate,LoanAmountKES,OutstandingKES,PARBucket,DaysOverdue,Status,CreditScore,CollectionAgentID
1865,20260228,LN-00146,CUST-00431,PROD-005,REG-02,2025-07-06,15000,10218,Current,0,Active,638,
1866,20260331,LN-00146,CUST-00431,PROD-005,REG-02,2025-07-06,15000,9576,Current,0,Active,638,
1867,20260430,LN-00146,CUST-00431,PROD-005,REG-02,2025-07-06,15000,9037,Current,0,Active,638,
1868,20260430,LN-00147,CUST-03578,PROD-002,REG-01,2026-04-22,78000,74592,Current,0,Active,649,
1869,20250930,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,43126,Current,0,Active,705,
1870,20251031,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,41200,Current,0,Active,705,
1871,20251130,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,39533,Current,0,Active,705,
1872,20251231,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,37849,Current,0,Active,705,
1873,20260131,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,36183,Current,0,Active,705,
1874,20260228,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,34483,Current,0,Active,705,
1875,20260331,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,32873,Current,0,Active,705,
1876,20260430,LN-00148,CUST-04894,PROD-004,REG-02,2025-09-26,45000,31279,Current,0,Active,705,
1877,20250331,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,74740,Current,0,Active,589,
1878,20250430,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,71747,Current,0,Active,589,
1879,20250531,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,68661,Current,0,Active,589,
1880,20250630,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,65679,Current,0,Active,589,
1881,20250731,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,62581,Current,0,Active,589,
1882,20250831,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,59547,Current,0,Active,589,
1883,20250930,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,56593,Current,0,Active,589,
1884,20251031,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,53750,Current,0,Active,589,
1885,20251130,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,50440,Current,0,Active,589,
1886,20251231,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,47532,Current,0,Active,589,
1887,20260131,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,44671,Current,0,Active,589,
1888,20260228,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,41445,Current,0,Active,589,
1889,20260331,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,38045,Current,0,Active,589,
1890,20260430,LN-00149,CUST-04825,PROD-002,REG-04,2025-03-23,78000,34874,Current,0,Active,589,
1891,20250731,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,90621,Current,0,Active,374,
1892,20250831,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,85955,Current,0,Active,374,
1893,20250930,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,82665,1-30d,11,Active,368,AGT-C05
1894,20251031,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,80650,1-30d,29,Active,359,AGT-C11
1895,20251130,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,78725,31-60d,48,Active,350,AGT-C02
1896,20251231,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,74917,31-60d,38,Active,355,AGT-C12
1897,20260131,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,72491,31-60d,54,Active,347,AGT-C14
1898,20260228,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,69667,61-90d,67,Active,340,AGT-C01
1899,20260331,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,65529,31-60d,57,Active,345,AGT-C04
1900,20260430,LN-00150,CUST-04526,PROD-001,REG-07,2025-07-07,95000,62257,61-90d,68,Active,340,AGT-C09
1901,20241031,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,14440,Current,0,Active,413,
1902,20241130,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,13943,Current,0,Active,413,
1903,20241231,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,13488,Current,0,Active,413,
1904,20250131,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,13027,Current,0,Active,413,
1905,20250228,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,12698,1-30d,14,Active,406,AGT-C03
1906,20250331,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,12228,1-30d,4,Active,411,AGT-C09
1907,20250430,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,11715,Current,0,Active,413,
1908,20250531,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,11298,1-30d,9,Active,408,AGT-C04
1909,20250630,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,11101,1-30d,29,Active,398,AGT-C11
1910,20250731,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,10848,31-60d,46,Active,390,AGT-C09
1911,20250831,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,10467,31-60d,57,Active,384,AGT-C03
1912,20250930,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,10019,31-60d,47,Active,389,AGT-C15
1913,20251031,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,9617,31-60d,57,Active,384,AGT-C08
1914,20251130,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,9096,31-60d,47,Active,389,AGT-C08
1915,20251231,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,8782,61-90d,61,Active,382,AGT-C13
1916,20260131,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,8479,61-90d,76,Active,375,AGT-C04
1917,20260228,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,8248,91-180d,94,Active,366,AGT-C09
1918,20260331,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,7996,91-180d,111,Default,357,AGT-C05
1919,20260430,LN-00151,CUST-01831,PROD-005,REG-03,2024-10-09,15000,7571,91-180d,120,Active,353,AGT-C09
1920,20231031,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,87632,Current,0,Active,593,
1921,20231130,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,79547,Current,0,Active,593,
1922,20231231,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,71415,Current,0,Active,593,
1923,20240131,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,63801,Current,0,Active,593,
1924,20240229,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,55551,Current,0,Active,593,
1925,20240331,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,48440,Current,0,Active,593,
1926,20240430,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,41184,Current,0,Active,593,
1927,20240531,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,33368,Current,0,Active,593,
1928,20240630,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,25912,Current,0,Active,593,
1929,20240731,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,17793,Current,0,Active,593,
1930,20240831,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,9620,Current,0,Active,593,
1931,20240930,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,2406,Current,0,Active,593,
1932,20241031,LN-00152,CUST-00400,PROD-001,REG-07,2023-10-29,95000,0,Current,0,Completed,593,
1933,20250731,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,26415,Current,0,Active,784,
1934,20250831,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,24948,Current,0,Active,784,
1935,20250930,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,23384,Current,0,Active,784,
1936,20251031,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,22016,Current,0,Active,784,
1937,20251130,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,20397,Current,0,Active,784,
1938,20251231,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,19024,Current,0,Active,784,
1939,20260131,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,17600,Current,0,Active,784,
1940,20260228,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,16062,Current,0,Active,784,
1941,20260331,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,14490,Current,0,Active,784,
1942,20260430,LN-00153,CUST-02380,PROD-006,REG-07,2025-07-21,28000,12920,Current,0,Active,784,
1943,20241130,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,91633,Current,0,Active,565,
1944,20241231,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,87964,Current,0,Active,565,
1945,20250131,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,83961,Current,0,Active,565,
1946,20250228,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,80378,Current,0,Active,565,
1947,20250331,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,76501,Current,0,Active,565,
1948,20250430,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,72404,Current,0,Active,565,
1949,20250531,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,68998,Current,0,Active,565,
1950,20250630,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,65245,Current,0,Active,565,
1951,20250731,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,61521,Current,0,Active,565,
1952,20250831,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,57477,Current,0,Active,565,
1953,20250930,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,53348,Current,0,Active,565,
1954,20251031,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,49223,Current,0,Active,565,
1955,20251130,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,45828,Current,0,Active,565,
1956,20251231,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,42277,Current,0,Active,565,
1957,20260131,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,38285,Current,0,Active,565,
1958,20260228,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,34905,Current,0,Active,565,
1959,20260331,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,31462,Current,0,Active,565,
1960,20260430,LN-00154,CUST-04979,PROD-001,REG-07,2024-11-16,95000,28049,Current,0,Active,565,
1961,20250331,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,91112,Current,0,Active,732,
1962,20250430,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,87129,Current,0,Active,732,
1963,20250531,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,83712,Current,0,Active,732,
1964,20250630,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,79816,Current,0,Active,732,
1965,20250731,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,76283,Current,0,Active,732,
1966,20250831,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,72686,Current,0,Active,732,
1967,20250930,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,69262,Current,0,Active,732,
1968,20251031,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,65872,Current,0,Active,732,
1969,20251130,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,61810,Current,0,Active,732,
1970,20251231,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,58001,Current,0,Active,732,
1971,20260131,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,53913,Current,0,Active,732,
1972,20260228,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,50504,Current,0,Active,732,
1973,20260331,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,46499,Current,0,Active,732,
1974,20260430,LN-00155,CUST-01783,PROD-001,REG-03,2025-03-14,95000,42736,Current,0,Active,732,
1975,20251231,LN-00156,CUST-04309,PROD-003,REG-02,2025-12-27,68000,62845,Current,0,Active,604,
1976,20260131,LN-00156,CUST-04309,PROD-003,REG-02,2025-12-27,68000,57058,Current,0,Active,604,
1977,20260228,LN-00156,CUST-04309,PROD-003,REG-02,2025-12-27,68000,51357,Current,0,Active,604,
1978,20260331,LN-00156,CUST-04309,PROD-003,REG-02,2025-12-27,68000,46430,Current,0,Active,604,
1979,20260430,LN-00156,CUST-04309,PROD-003,REG-02,2025-12-27,68000,40727,Current,0,Active,604,
1980,20250331,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,71927,Current,0,Active,594,
1981,20250430,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,65222,Current,0,Active,594,
1982,20250531,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,58598,Current,0,Active,594,
1983,20250630,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,52486,Current,0,Active,594,
1984,20250731,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,45676,Current,0,Active,594,
1985,20250831,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,39189,Current,0,Active,594,
1986,20250930,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,32608,Current,0,Active,594,
1987,20251031,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,25932,Current,0,Active,594,
1988,20251130,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,19128,Current,0,Active,594,
1989,20251231,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,13161,Current,0,Active,594,
1990,20260131,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,6881,Current,0,Active,594,
1991,20260228,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,1124,Current,0,Active,594,
1992,20260331,LN-00157,CUST-03294,PROD-002,REG-03,2025-03-16,78000,0,Current,0,Completed,594,
1993,20241231,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,65319,Current,0,Active,690,
1994,20250131,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,62892,Current,0,Active,690,
1995,20250228,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,60412,Current,0,Active,690,
1996,20250331,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,57474,Current,0,Active,690,
1997,20250430,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,54576,Current,0,Active,690,
1998,20250531,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,51839,Current,0,Active,690,
1999,20250630,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,49192,Current,0,Active,690,
2000,20250731,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,46463,Current,0,Active,690,
2001,20250831,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,44012,Current,0,Active,690,
2002,20250930,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,41393,Current,0,Active,690,
2003,20251031,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,38951,Current,0,Active,690,
2004,20251130,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,36266,Current,0,Active,690,
2005,20251231,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,33796,Current,0,Active,690,
2006,20260131,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,31102,Current,0,Active,690,
2007,20260228,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,28235,Current,0,Active,690,
2008,20260331,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,25458,Current,0,Active,690,
2009,20260430,LN-00158,CUST-03094,PROD-003,REG-03,2024-12-01,68000,22829,Current,0,Active,690,
2010,20250531,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,72013,Current,0,Active,738,
2011,20250630,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,65613,Current,0,Active,738,
2012,20250731,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,59680,Current,0,Active,738,
2013,20250831,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,53111,Current,0,Active,738,
2014,20250930,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,47212,Current,0,Active,738,
2015,20251031,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,41623,Current,0,Active,738,
2016,20251130,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,35232,Current,0,Active,738,
2017,20251231,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,29141,Current,0,Active,738,
2018,20260131,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,22374,Current,0,Active,738,
2019,20260228,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,16028,Current,0,Active,738,
2020,20260331,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,9928,Current,0,Active,738,
2021,20260430,LN-00159,CUST-03360,PROD-002,REG-04,2025-05-26,78000,4294,Current,0,Active,738,
2022,20240531,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,41694,Current,0,Active,712,
2023,20240630,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,38047,Current,0,Active,712,
2024,20240731,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,34224,Current,0,Active,712,
2025,20240831,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,30847,Current,0,Active,712,
2026,20240930,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,27133,Current,0,Active,712,
2027,20241031,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,23751,Current,0,Active,712,
2028,20241130,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,20068,Current,0,Active,712,
2029,20241231,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,16774,Current,0,Active,712,
2030,20250131,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,13085,Current,0,Active,712,
2031,20250228,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,9556,Current,0,Active,712,
2032,20250331,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,6275,Current,0,Active,712,
2033,20250430,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,2832,Current,0,Active,712,
2034,20250531,LN-00160,CUST-01708,PROD-004,REG-03,2024-05-08,45000,0,Current,0,Completed,712,
2035,20231130,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,75183,Current,0,Active,670,
2036,20231231,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,72360,Current,0,Active,670,
2037,20240131,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,69530,Current,0,Active,670,
2038,20240229,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,66190,Current,0,Active,670,
2039,20240331,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,63173,Current,0,Active,670,
2040,20240430,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,60226,Current,0,Active,670,
2041,20240531,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,57404,Current,0,Active,670,
2042,20240630,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,54279,Current,0,Active,670,
2043,20240731,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,50870,Current,0,Active,670,
2044,20240831,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,47572,Current,0,Active,670,
2045,20240930,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,44329,Current,0,Active,670,
2046,20241031,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,41157,Current,0,Active,670,
2047,20241130,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,38039,Current,0,Active,670,
2048,20241231,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,34775,Current,0,Active,670,
2049,20250131,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,31538,Current,0,Active,670,
2050,20250228,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,28398,Current,0,Active,670,
2051,20250331,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,25044,Current,0,Active,670,
2052,20250430,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,22248,Current,0,Active,670,
2053,20250531,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,19482,Current,0,Active,670,
2054,20250630,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,16099,Current,0,Active,670,
2055,20250731,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,12800,Current,0,Active,670,
2056,20250831,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,9890,Current,0,Active,670,
2057,20250930,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,6808,Current,0,Active,670,
2058,20251031,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,4036,Current,0,Active,670,
2059,20251130,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,864,Current,0,Active,670,
2060,20251231,LN-00161,CUST-04805,PROD-002,REG-07,2023-11-23,78000,0,Current,0,Completed,670,
2061,20240930,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,87056,Current,0,Active,646,
2062,20241031,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,80248,Current,0,Active,646,
2063,20241130,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,71978,Current,0,Active,646,
2064,20241231,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,63669,Current,0,Active,646,
2065,20250131,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,56819,Current,0,Active,646,
2066,20250228,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,49794,Current,0,Active,646,
2067,20250331,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,41801,Current,0,Active,646,
2068,20250430,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,33635,Current,0,Active,646,
2069,20250531,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,26666,Current,0,Active,646,
2070,20250630,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,18486,Current,0,Active,646,
2071,20250731,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,11236,Current,0,Active,646,
2072,20250831,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,3863,Current,0,Active,646,
2073,20250930,LN-00162,CUST-00424,PROD-001,REG-02,2024-09-27,95000,0,Current,0,Completed,646,
2074,20231231,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,74961,Current,0,Active,655,
2075,20240131,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,71950,Current,0,Active,655,
2076,20240229,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,68976,Current,0,Active,655,
2077,20240331,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,65791,Current,0,Active,655,
2078,20240430,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,62638,Current,0,Active,655,
2079,20240531,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,59445,Current,0,Active,655,
2080,20240630,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,56297,Current,0,Active,655,
2081,20240731,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,52884,Current,0,Active,655,
2082,20240831,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,49949,Current,0,Active,655,
2083,20240930,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,46946,Current,0,Active,655,
2084,20241031,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,43668,Current,0,Active,655,
2085,20241130,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,40582,Current,0,Active,655,
2086,20241231,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,37204,Current,0,Active,655,
2087,20250131,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,34309,Current,0,Active,655,
2088,20250228,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,31284,Current,0,Active,655,
2089,20250331,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,28417,Current,0,Active,655,
2090,20250430,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,25234,Current,0,Active,655,
2091,20250531,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,22371,Current,0,Active,655,
2092,20250630,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,19514,Current,0,Active,655,
2093,20250731,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,16252,Current,0,Active,655,
2094,20250831,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,13412,Current,0,Active,655,
2095,20250930,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,10601,Current,0,Active,655,
2096,20251031,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,7641,Current,0,Active,655,
2097,20251130,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,4339,Current,0,Active,655,
2098,20251231,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,1054,Current,0,Active,655,
2099,20260131,LN-00163,CUST-00209,PROD-002,REG-06,2023-12-22,78000,0,Current,0,Completed,655,
2100,20251130,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,91205,Current,0,Active,664,
2101,20251231,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,87080,Current,0,Active,664,
2102,20260131,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,83393,Current,0,Active,664,
2103,20260228,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,79412,Current,0,Active,664,
2104,20260331,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,75543,Current,0,Active,664,
2105,20260430,LN-00164,CUST-03914,PROD-001,REG-04,2025-11-20,95000,71891,Current,0,Active,664,
2106,20240430,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,7605,Current,0,Active,619,
2107,20240531,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,7222,Current,0,Active,619,
2108,20240630,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,6819,Current,0,Active,619,
2109,20240731,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,6412,Current,0,Active,619,
2110,20240831,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,6002,Current,0,Active,619,
2111,20240930,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,5600,Current,0,Active,619,
2112,20241031,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,5222,Current,0,Active,619,
2113,20241130,LN-00165,CUST-00791,PROD-007,REG-06,2024-04-29,8000,4781,Current,0,Active,619,
