TransactionID,DateKey,CustomerID,ProductID,ChannelID,AgentID,CountyID,UnitsSold,RevenueKES,PaymentType,LeadSource,DaysToClose
TXN-02999,20240125,CUST-03528,PROD-008,CH-01,AGT-014,CTY-042,1,4795,PAYG,Social Media,23
TXN-03000,20240121,CUST-01986,PROD-001,CH-02,AGT-055,CTY-015,1,87357,Cash,Field Agent,19
TXN-03001,20240128,CUST-00657,PROD-001,CH-01,AGT-021,CTY-019,1,98972,PAYG,Referral,37
TXN-03002,20240120,CUST-01693,PROD-007,CH-01,AGT-059,CTY-021,1,9199,Cash,Field Agent,5
TXN-03003,20240103,CUST-04576,PROD-002,CH-03,AGT-078,CTY-037,1,77946,PAYG,Social Media,45
TXN-03004,20240118,CUST-01833,PROD-003,CH-01,AGT-080,CTY-014,1,75319,PAYG,Referral,5
TXN-03005,20240123,CUST-01007,PROD-001,CH-02,AGT-070,CTY-006,1,101569,PAYG,Radio,26
TXN-03006,20240114,CUST-01183,PROD-001,CH-02,AGT-061,CTY-021,1,89326,Cash,Field Agent,39
TXN-03007,20240122,CUST-02128,PROD-007,CH-04,AGT-037,CTY-020,1,7381,PAYG,Referral,27
TXN-03008,20240105,CUST-02311,PROD-002,CH-02,AGT-003,CTY-036,1,72945,PAYG,Radio,9
TXN-03009,20240106,CUST-02884,PROD-001,CH-04,AGT-032,CTY-007,1,91139,PAYG,Walk-in,20
TXN-03010,20240115,CUST-03164,PROD-002,CH-01,AGT-062,CTY-042,1,81266,PAYG,Field Agent,5
TXN-03011,20240119,CUST-01856,PROD-002,CH-01,AGT-021,CTY-007,1,70817,PAYG,Field Agent,16
TXN-03012,20240104,CUST-03850,PROD-001,CH-04,AGT-015,CTY-028,1,99647,Cash,Field Agent,36
TXN-03013,20240102,CUST-02952,PROD-008,CH-01,AGT-046,CTY-041,1,4015,PAYG,Trade Show,21
TXN-03014,20240113,CUST-01310,PROD-001,CH-01,AGT-050,CTY-026,1,99606,PAYG,Referral,7
TXN-03015,20240120,CUST-03675,PROD-004,CH-02,AGT-002,CTY-008,1,51546,PAYG,Field Agent,12
TXN-03016,20240103,CUST-04867,PROD-001,CH-02,AGT-041,CTY-004,1,99345,PAYG,Trade Show,9
TXN-03017,20240126,CUST-03444,PROD-001,CH-01,AGT-080,CTY-021,1,90844,Cash,Walk-in,8
TXN-03018,20240120,CUST-01550,PROD-003,CH-01,AGT-037,CTY-005,1,76681,PAYG,Trade Show,37
TXN-03019,20240101,CUST-04197,PROD-001,CH-02,AGT-079,CTY-039,1,104152,PAYG,Social Media,5
TXN-03020,20240111,CUST-04202,PROD-001,CH-04,AGT-018,CTY-040,1,98541,Cash,Referral,12
TXN-03021,20240111,CUST-03679,PROD-002,CH-01,AGT-064,CTY-008,1,86984,PAYG,Referral,7
TXN-03022,20240119,CUST-04657,PROD-008,CH-04,AGT-017,CTY-037,1,2396,Cash,Field Agent,5
TXN-03023,20240121,CUST-04567,PROD-002,CH-02,AGT-019,CTY-019,1,73179,Cash,Referral,15
TXN-03024,20240118,CUST-03893,PROD-008,CH-01,AGT-053,CTY-037,1,4008,PAYG,Radio,5
TXN-03025,20240118,CUST-01292,PROD-001,CH-03,AGT-062,CTY-037,1,104527,PAYG,Social Media,8
TXN-03026,20240118,CUST-04869,PROD-002,CH-01,AGT-024,CTY-039,1,77131,Cash,Field Agent,5
TXN-03027,20240124,CUST-02262,PROD-001,CH-02,AGT-054,CTY-006,1,101174,Cash,Field Agent,5
TXN-03028,20240107,CUST-01625,PROD-001,CH-03,AGT-071,CTY-036,1,97849,PAYG,Social Media,21
TXN-03029,20240104,CUST-04544,PROD-008,CH-01,AGT-036,CTY-021,1,2435,Cash,Field Agent,33
TXN-03030,20240107,CUST-01120,PROD-001,CH-01,AGT-003,CTY-018,1,87329,PAYG,Field Agent,8
TXN-03031,20240127,CUST-04876,PROD-007,CH-01,AGT-017,CTY-040,1,7009,PAYG,Radio,5
TXN-03032,20240101,CUST-02528,PROD-008,CH-01,AGT-072,CTY-043,1,4769,PAYG,Walk-in,17
TXN-03033,20240121,CUST-03082,PROD-002,CH-01,AGT-065,CTY-006,1,87016,Cash,Referral,7
TXN-03034,20240127,CUST-02495,PROD-001,CH-02,AGT-075,CTY-029,1,98901,PAYG,Social Media,20
TXN-03035,20240126,CUST-01302,PROD-002,CH-03,AGT-072,CTY-008,1,84354,PAYG,Referral,23
TXN-03036,20240123,CUST-02779,PROD-001,CH-01,AGT-055,CTY-001,1,91875,Cash,Trade Show,7
TXN-03037,20240103,CUST-03782,PROD-008,CH-03,AGT-040,CTY-039,1,1939,PAYG,Radio,9
TXN-03038,20240127,CUST-00450,PROD-002,CH-01,AGT-002,CTY-038,1,76159,PAYG,Referral,11
TXN-03039,20240123,CUST-02909,PROD-002,CH-02,AGT-006,CTY-026,1,83888,PAYG,Referral,5
TXN-03040,20240120,CUST-02759,PROD-005,CH-01,AGT-049,CTY-018,1,17065,Cash,Trade Show,27
TXN-03041,20240123,CUST-00647,PROD-001,CH-01,AGT-033,CTY-038,1,103872,PAYG,Social Media,5
TXN-03042,20240110,CUST-02154,PROD-001,CH-01,AGT-053,CTY-018,1,86298,PAYG,Social Media,5
TXN-03043,20240102,CUST-00537,PROD-001,CH-02,AGT-033,CTY-021,1,101259,PAYG,Radio,19
TXN-03044,20240113,CUST-02556,PROD-001,CH-01,AGT-071,CTY-008,1,91750,PAYG,Referral,32
TXN-03045,20240128,CUST-00645,PROD-001,CH-01,AGT-041,CTY-016,1,90705,PAYG,Field Agent,6
TXN-03046,20240115,CUST-00904,PROD-001,CH-01,AGT-030,CTY-043,1,89783,Cash,Walk-in,5
TXN-03047,20240121,CUST-04293,PROD-007,CH-02,AGT-075,CTY-008,1,6463,PAYG,Referral,5
TXN-03048,20240121,CUST-02175,PROD-001,CH-02,AGT-036,CTY-003,1,93014,PAYG,Social Media,5
TXN-03049,20240119,CUST-00862,PROD-001,CH-02,AGT-003,CTY-005,1,96880,PAYG,Trade Show,35
TXN-03050,20240103,CUST-00644,PROD-001,CH-01,AGT-061,CTY-043,1,103427,Cash,Trade Show,5
TXN-03051,20240125,CUST-01407,PROD-008,CH-03,AGT-078,CTY-004,1,3912,PAYG,Walk-in,15
TXN-03052,20240103,CUST-00961,PROD-008,CH-03,AGT-037,CTY-042,1,1333,PAYG,Referral,45
TXN-03053,20240105,CUST-00349,PROD-001,CH-01,AGT-032,CTY-009,1,92345,Cash,Walk-in,14
TXN-03054,20240102,CUST-04647,PROD-003,CH-01,AGT-051,CTY-039,1,66697,PAYG,Field Agent,38
TXN-03055,20240126,CUST-00672,PROD-002,CH-01,AGT-004,CTY-042,1,69003,PAYG,Referral,17
TXN-03056,20240109,CUST-00585,PROD-001,CH-04,AGT-025,CTY-005,1,89219,Cash,Trade Show,14
TXN-03057,20240108,CUST-04701,PROD-006,CH-01,AGT-076,CTY-040,1,28919,Cash,Field Agent,45
TXN-03058,20240127,CUST-01579,PROD-007,CH-01,AGT-031,CTY-004,1,9988,PAYG,Referral,5
TXN-03059,20240125,CUST-01588,PROD-002,CH-02,AGT-080,CTY-026,1,79760,PAYG,Radio,5
TXN-03060,20240115,CUST-03478,PROD-005,CH-02,AGT-011,CTY-003,1,12273,Cash,Referral,12
TXN-03061,20240127,CUST-00778,PROD-004,CH-02,AGT-029,CTY-002,1,43167,Cash,Social Media,23
TXN-03062,20240118,CUST-01238,PROD-001,CH-02,AGT-008,CTY-021,1,93963,Cash,Field Agent,5
TXN-03063,20240127,CUST-04174,PROD-004,CH-02,AGT-067,CTY-021,1,40511,Cash,Referral,5
TXN-03064,20240107,CUST-03877,PROD-001,CH-01,AGT-031,CTY-021,1,103115,PAYG,Referral,8
TXN-03065,20240124,CUST-02847,PROD-002,CH-01,AGT-004,CTY-016,1,70291,Cash,Referral,5
TXN-03066,20240116,CUST-01540,PROD-006,CH-01,AGT-040,CTY-013,1,25747,PAYG,Field Agent,16
TXN-03067,20240114,CUST-01789,PROD-001,CH-03,AGT-017,CTY-016,1,92244,PAYG,Radio,21
TXN-03068,20240121,CUST-01830,PROD-001,CH-03,AGT-057,CTY-043,1,97922,PAYG,Social Media,5
TXN-03069,20240115,CUST-02826,PROD-001,CH-04,AGT-046,CTY-029,1,94691,PAYG,Field Agent,7
TXN-03070,20240113,CUST-02722,PROD-001,CH-02,AGT-075,CTY-042,1,92725,PAYG,Social Media,23
TXN-03071,20240122,CUST-03671,PROD-002,CH-03,AGT-059,CTY-029,1,69687,Cash,Radio,45
TXN-03072,20240113,CUST-03421,PROD-001,CH-02,AGT-002,CTY-004,1,86004,Cash,Walk-in,30
TXN-03073,20240112,CUST-01837,PROD-001,CH-02,AGT-022,CTY-037,1,94094,PAYG,Field Agent,5
TXN-03074,20240118,CUST-00702,PROD-001,CH-04,AGT-052,CTY-008,1,104228,PAYG,Trade Show,28
TXN-03075,20240107,CUST-00566,PROD-001,CH-03,AGT-003,CTY-001,1,87274,Cash,Referral,6
TXN-03076,20240102,CUST-02833,PROD-001,CH-01,AGT-065,CTY-040,1,104590,PAYG,Field Agent,13
TXN-03077,20240124,CUST-02812,PROD-001,CH-01,AGT-038,CTY-002,1,102892,PAYG,Radio,5
TXN-03078,20240109,CUST-00868,PROD-001,CH-01,AGT-035,CTY-029,1,104500,Cash,Referral,35
TXN-03079,20240121,CUST-02904,PROD-001,CH-01,AGT-047,CTY-038,1,97025,PAYG,Field Agent,5
TXN-03080,20240114,CUST-02914,PROD-001,CH-04,AGT-061,CTY-009,1,88794,PAYG,Field Agent,6
TXN-03081,20240125,CUST-02796,PROD-002,CH-01,AGT-016,CTY-001,1,83191,PAYG,Social Media,7
TXN-03082,20240112,CUST-03629,PROD-007,CH-01,AGT-061,CTY-005,1,6069,PAYG,Walk-in,5
TXN-03083,20240116,CUST-00328,PROD-007,CH-03,AGT-076,CTY-018,1,8808,PAYG,Social Media,45
TXN-03084,20240107,CUST-01096,PROD-001,CH-01,AGT-013,CTY-026,1,94241,PAYG,Referral,5
TXN-03085,20240116,CUST-03539,PROD-001,CH-02,AGT-069,CTY-038,1,89241,PAYG,Referral,8
TXN-03086,20240119,CUST-02294,PROD-002,CH-01,AGT-073,CTY-021,1,75461,PAYG,Referral,34
TXN-03087,20240120,CUST-00042,PROD-007,CH-01,AGT-027,CTY-040,1,9611,Cash,Field Agent,8
TXN-03088,20240111,CUST-01133,PROD-001,CH-04,AGT-004,CTY-001,1,104068,PAYG,Field Agent,15
TXN-03089,20240108,CUST-03115,PROD-006,CH-02,AGT-034,CTY-013,1,31399,Cash,Social Media,5
TXN-03090,20240116,CUST-04655,PROD-002,CH-01,AGT-065,CTY-038,1,82864,PAYG,Referral,45
TXN-03091,20240106,CUST-03049,PROD-007,CH-01,AGT-066,CTY-040,1,7703,PAYG,Social Media,7
TXN-03092,20240107,CUST-02118,PROD-002,CH-02,AGT-029,CTY-038,1,86301,Cash,Field Agent,37
TXN-03093,20240104,CUST-02911,PROD-007,CH-04,AGT-048,CTY-008,1,7659,PAYG,Social Media,34
TXN-03094,20240108,CUST-04567,PROD-007,CH-02,AGT-017,CTY-019,1,9402,PAYG,Field Agent,5
TXN-03095,20240127,CUST-03314,PROD-008,CH-01,AGT-029,CTY-042,1,2664,Cash,Social Media,5
TXN-03096,20240118,CUST-01548,PROD-007,CH-02,AGT-026,CTY-020,1,9736,PAYG,Trade Show,34
TXN-03097,20240109,CUST-04317,PROD-004,CH-01,AGT-056,CTY-009,1,38922,Cash,Radio,5
TXN-03098,20240119,CUST-00434,PROD-003,CH-01,AGT-030,CTY-040,1,67081,PAYG,Field Agent,16
TXN-03099,20240128,CUST-04649,PROD-007,CH-02,AGT-080,CTY-009,1,7579,PAYG,Field Agent,5
TXN-03100,20240103,CUST-00614,PROD-001,CH-01,AGT-026,CTY-016,1,90084,Cash,Walk-in,26
TXN-03101,20240104,CUST-00990,PROD-002,CH-01,AGT-030,CTY-004,1,70342,Cash,Field Agent,45
TXN-03102,20240110,CUST-02343,PROD-001,CH-02,AGT-077,CTY-037,1,90713,PAYG,Radio,5
TXN-03103,20240120,CUST-00112,PROD-008,CH-03,AGT-070,CTY-007,1,1458,Cash,Walk-in,5
TXN-03104,20240101,CUST-03619,PROD-008,CH-03,AGT-072,CTY-013,1,3714,PAYG,Field Agent,5
TXN-03105,20240105,CUST-00815,PROD-001,CH-01,AGT-031,CTY-004,1,104338,PAYG,Radio,6
TXN-03106,20240113,CUST-04547,PROD-007,CH-01,AGT-069,CTY-019,1,8704,PAYG,Referral,18
TXN-03107,20240120,CUST-01511,PROD-001,CH-01,AGT-002,CTY-005,1,91121,Cash,Social Media,21
TXN-03108,20240120,CUST-01054,PROD-002,CH-01,AGT-075,CTY-019,1,78059,PAYG,Referral,18
TXN-03109,20240113,CUST-03993,PROD-002,CH-04,AGT-032,CTY-002,1,75595,PAYG,Trade Show,5
TXN-03110,20240126,CUST-00463,PROD-001,CH-03,AGT-066,CTY-026,1,86003,Cash,Referral,23
TXN-03111,20240106,CUST-00137,PROD-007,CH-02,AGT-063,CTY-020,1,6957,PAYG,Field Agent,6
TXN-03112,20240125,CUST-03243,PROD-001,CH-02,AGT-029,CTY-041,1,86351,PAYG,Referral,25
TXN-03113,20240119,CUST-03187,PROD-002,CH-02,AGT-023,CTY-019,1,75071,Cash,Field Agent,5
TXN-03114,20240121,CUST-03139,PROD-008,CH-02,AGT-042,CTY-037,1,1246,Cash,Referral,39
TXN-03115,20240101,CUST-01593,PROD-007,CH-02,AGT-034,CTY-007,1,8464,Cash,Radio,10
TXN-03116,20240104,CUST-01346,PROD-001,CH-02,AGT-063,CTY-007,1,92722,Cash,Walk-in,17
TXN-03117,20240102,CUST-00638,PROD-002,CH-02,AGT-021,CTY-001,1,85672,PAYG,Social Media,9
TXN-03118,20240101,CUST-01561,PROD-005,CH-01,AGT-080,CTY-013,1,14609,PAYG,Walk-in,5
TXN-03119,20240101,CUST-04866,PROD-006,CH-03,AGT-040,CTY-026,1,24355,Cash,Social Media,44
TXN-03120,20240117,CUST-02705,PROD-001,CH-02,AGT-074,CTY-003,1,85168,Cash,Radio,11
TXN-03121,20240118,CUST-03469,PROD-002,CH-01,AGT-066,CTY-026,1,73558,PAYG,Trade Show,6
TXN-03122,20240104,CUST-01026,PROD-005,CH-02,AGT-048,CTY-005,1,15193,PAYG,Referral,5
TXN-03123,20240118,CUST-03596,PROD-002,CH-03,AGT-026,CTY-021,1,72120,PAYG,Radio,7
TXN-03124,20240102,CUST-01542,PROD-002,CH-01,AGT-002,CTY-004,1,83047,PAYG,Field Agent,16
TXN-03125,20240102,CUST-02506,PROD-002,CH-01,AGT-059,CTY-006,1,87129,PAYG,Referral,39
TXN-03126,20240122,CUST-01302,PROD-002,CH-04,AGT-026,CTY-008,1,71144,PAYG,Field Agent,5
TXN-03127,20240117,CUST-03838,PROD-002,CH-02,AGT-028,CTY-042,1,72673,PAYG,Radio,34
TXN-03128,20240125,CUST-03318,PROD-002,CH-01,AGT-031,CTY-021,1,75009,Cash,Field Agent,6
TXN-03129,20240102,CUST-00448,PROD-004,CH-01,AGT-061,CTY-021,1,44463,PAYG,Trade Show,31
TXN-03130,20240124,CUST-00622,PROD-001,CH-04,AGT-024,CTY-040,1,96108,Cash,Radio,18
TXN-03131,20240112,CUST-04865,PROD-001,CH-01,AGT-022,CTY-014,1,93631,PAYG,Social Media,13
TXN-03132,20240112,CUST-00842,PROD-001,CH-02,AGT-073,CTY-041,1,92162,PAYG,Referral,16
TXN-03133,20240120,CUST-04910,PROD-007,CH-04,AGT-071,CTY-019,1,9064,Cash,Referral,5
TXN-03134,20240111,CUST-00535,PROD-002,CH-01,AGT-063,CTY-001,1,84014,PAYG,Social Media,21
TXN-03135,20240119,CUST-03499,PROD-008,CH-01,AGT-014,CTY-015,1,1603,PAYG,Trade Show,22
TXN-03136,20240115,CUST-01430,PROD-001,CH-01,AGT-005,CTY-005,1,94480,Cash,Referral,6
TXN-03137,20240128,CUST-01514,PROD-001,CH-01,AGT-068,CTY-016,1,96099,Cash,Field Agent,5
TXN-03138,20240117,CUST-04033,PROD-005,CH-03,AGT-074,CTY-003,1,13380,PAYG,Radio,45
TXN-03139,20240111,CUST-02813,PROD-005,CH-01,AGT-063,CTY-006,1,16084,Cash,Radio,45
TXN-03140,20240108,CUST-00302,PROD-008,CH-03,AGT-061,CTY-020,1,4234,Cash,Walk-in,6
TXN-03141,20240123,CUST-00624,PROD-006,CH-01,AGT-074,CTY-043,1,29608,Cash,Referral,5
TXN-03142,20240101,CUST-04877,PROD-001,CH-03,AGT-003,CTY-038,1,87163,PAYG,Referral,12
TXN-03143,20240112,CUST-01670,PROD-002,CH-02,AGT-031,CTY-013,1,79197,PAYG,Walk-in,5
TXN-03144,20240106,CUST-02620,PROD-005,CH-04,AGT-022,CTY-029,1,17037,PAYG,Social Media,20
TXN-03145,20240116,CUST-04585,PROD-003,CH-03,AGT-025,CTY-037,1,58036,PAYG,Referral,26
TXN-03146,20240109,CUST-01016,PROD-002,CH-02,AGT-033,CTY-037,1,77756,PAYG,Radio,5
TXN-03147,20240114,CUST-04465,PROD-001,CH-02,AGT-020,CTY-006,1,96188,Cash,Radio,32
TXN-03148,20240115,CUST-03736,PROD-001,CH-01,AGT-053,CTY-038,1,100178,PAYG,Trade Show,15
TXN-03149,20240126,CUST-03240,PROD-002,CH-02,AGT-067,CTY-018,1,77600,Cash,Radio,13
TXN-03150,20240106,CUST-00587,PROD-001,CH-04,AGT-065,CTY-018,1,86002,PAYG,Walk-in,5
TXN-03151,20240119,CUST-04175,PROD-001,CH-01,AGT-001,CTY-018,1,102605,Cash,Referral,5
TXN-03152,20240113,CUST-01639,PROD-001,CH-03,AGT-076,CTY-041,1,101441,PAYG,Field Agent,5
TXN-03153,20240128,CUST-04269,PROD-001,CH-03,AGT-042,CTY-001,1,102034,PAYG,Field Agent,34
TXN-03154,20240126,CUST-04933,PROD-001,CH-02,AGT-063,CTY-040,1,103252,PAYG,Trade Show,45
TXN-03155,20240118,CUST-03207,PROD-001,CH-02,AGT-020,CTY-038,1,85594,PAYG,Field Agent,12
TXN-03156,20240102,CUST-01628,PROD-006,CH-01,AGT-006,CTY-020,1,25055,Cash,Field Agent,17
TXN-03157,20240109,CUST-04859,PROD-002,CH-02,AGT-012,CTY-040,1,81836,Cash,Walk-in,19
TXN-03158,20240114,CUST-00235,PROD-001,CH-01,AGT-077,CTY-043,1,99159,Cash,Social Media,16
TXN-03159,20240125,CUST-03481,PROD-003,CH-01,AGT-045,CTY-019,1,72329,PAYG,Social Media,28
TXN-03160,20240111,CUST-03346,PROD-002,CH-04,AGT-078,CTY-006,1,77518,PAYG,Walk-in,5
TXN-03161,20240116,CUST-03092,PROD-006,CH-04,AGT-005,CTY-041,1,29490,PAYG,Field Agent,16
TXN-03162,20240115,CUST-04186,PROD-003,CH-01,AGT-030,CTY-014,1,72910,PAYG,Referral,24
TXN-03163,20240121,CUST-03531,PROD-001,CH-02,AGT-075,CTY-039,1,100897,Cash,Social Media,15
TXN-03164,20240111,CUST-02733,PROD-003,CH-01,AGT-064,CTY-026,1,61537,PAYG,Referral,5
TXN-03165,20240120,CUST-01128,PROD-001,CH-01,AGT-019,CTY-016,1,101878,PAYG,Trade Show,8
TXN-03166,20240120,CUST-02420,PROD-004,CH-01,AGT-008,CTY-014,1,43653,Cash,Radio,16
TXN-03167,20240108,CUST-00849,PROD-001,CH-01,AGT-057,CTY-002,1,96542,PAYG,Referral,11
TXN-03168,20240114,CUST-03749,PROD-005,CH-04,AGT-014,CTY-016,1,13450,PAYG,Radio,13
TXN-03169,20240111,CUST-04408,PROD-001,CH-01,AGT-024,CTY-005,1,100335,PAYG,Trade Show,18
TXN-03170,20240102,CUST-04914,PROD-001,CH-04,AGT-003,CTY-018,1,103781,PAYG,Referral,27
TXN-03171,20240113,CUST-00358,PROD-007,CH-01,AGT-054,CTY-016,1,9703,Cash,Field Agent,5
TXN-03172,20240105,CUST-04636,PROD-008,CH-02,AGT-072,CTY-039,1,3316,PAYG,Referral,5
TXN-03173,20240108,CUST-02716,PROD-008,CH-02,AGT-033,CTY-014,1,3575,PAYG,Trade Show,6
TXN-03174,20240114,CUST-03693,PROD-002,CH-01,AGT-078,CTY-037,1,75143,Cash,Field Agent,9
TXN-03175,20240127,CUST-01726,PROD-006,CH-02,AGT-053,CTY-005,1,27226,PAYG,Walk-in,8
TXN-03176,20240126,CUST-03863,PROD-001,CH-01,AGT-002,CTY-042,1,101722,Cash,Referral,5
TXN-03177,20240123,CUST-02762,PROD-001,CH-01,AGT-024,CTY-021,1,98362,PAYG,Walk-in,17
TXN-03178,20240120,CUST-03983,PROD-001,CH-01,AGT-001,CTY-040,1,90133,PAYG,Field Agent,5
TXN-03179,20240110,CUST-02254,PROD-003,CH-01,AGT-035,CTY-015,1,69490,Cash,Walk-in,23
TXN-03180,20240110,CUST-03818,PROD-001,CH-03,AGT-053,CTY-021,1,88777,PAYG,Radio,10
TXN-03181,20240114,CUST-01112,PROD-008,CH-02,AGT-022,CTY-042,1,3609,PAYG,Trade Show,27
TXN-03182,20240109,CUST-01118,PROD-002,CH-04,AGT-003,CTY-038,1,85012,PAYG,Social Media,5
TXN-03183,20240110,CUST-03565,PROD-001,CH-02,AGT-048,CTY-004,1,96551,Cash,Radio,7
TXN-03184,20240119,CUST-03310,PROD-005,CH-03,AGT-016,CTY-016,1,16785,PAYG,Walk-in,45
TXN-03185,20240107,CUST-01538,PROD-008,CH-01,AGT-037,CTY-029,1,3083,PAYG,Field Agent,5
TXN-03186,20240126,CUST-00199,PROD-001,CH-02,AGT-005,CTY-004,1,103067,Cash,Trade Show,11
TXN-03187,20240106,CUST-02085,PROD-002,CH-01,AGT-057,CTY-015,1,69424,Cash,Walk-in,5
TXN-03188,20240104,CUST-01053,PROD-002,CH-02,AGT-048,CTY-037,1,78781,Cash,Referral,45
TXN-03189,20240121,CUST-04541,PROD-002,CH-01,AGT-018,CTY-008,1,82996,PAYG,Referral,10
TXN-03190,20240126,CUST-02720,PROD-002,CH-02,AGT-063,CTY-021,1,77557,Cash,Social Media,21
TXN-03191,20240126,CUST-00874,PROD-001,CH-02,AGT-009,CTY-013,1,102184,Cash,Radio,5
TXN-03192,20240126,CUST-04133,PROD-001,CH-01,AGT-051,CTY-008,1,102276,PAYG,Field Agent,5
TXN-03193,20240124,CUST-04628,PROD-002,CH-01,AGT-018,CTY-009,1,77565,PAYG,Field Agent,45
TXN-03194,20240122,CUST-00054,PROD-005,CH-01,AGT-059,CTY-015,1,12411,Cash,Social Media,17
TXN-03195,20240120,CUST-01354,PROD-001,CH-02,AGT-046,CTY-020,1,86476,PAYG,Field Agent,16
TXN-03196,20240119,CUST-03828,PROD-001,CH-02,AGT-058,CTY-019,1,94837,Cash,Referral,22
TXN-03197,20240125,CUST-04185,PROD-002,CH-03,AGT-009,CTY-029,1,81682,PAYG,Field Agent,28
TXN-03198,20240128,CUST-02007,PROD-008,CH-01,AGT-020,CTY-019,1,4969,PAYG,Social Media,45
TXN-03199,20240116,CUST-02869,PROD-002,CH-01,AGT-033,CTY-018,1,77425,Cash,Referral,11
TXN-03200,20240117,CUST-00965,PROD-008,CH-01,AGT-061,CTY-005,1,1607,PAYG,Referral,7
TXN-03201,20240108,CUST-02655,PROD-007,CH-01,AGT-033,CTY-015,1,8379,PAYG,Field Agent,45
TXN-03202,20240116,CUST-01967,PROD-005,CH-03,AGT-065,CTY-002,1,17636,PAYG,Radio,44
TXN-03203,20240126,CUST-01911,PROD-002,CH-01,AGT-019,CTY-037,1,85657,PAYG,Social Media,17
TXN-03204,20240127,CUST-04431,PROD-003,CH-01,AGT-024,CTY-026,1,65391,Cash,Radio,9
TXN-03205,20240106,CUST-03910,PROD-003,CH-03,AGT-079,CTY-036,1,62812,Cash,Referral,6
TXN-03206,20240120,CUST-04511,PROD-008,CH-01,AGT-022,CTY-014,1,3188,PAYG,Field Agent,45
TXN-03207,20240121,CUST-03773,PROD-001,CH-03,AGT-027,CTY-016,1,85346,PAYG,Social Media,10
TXN-03208,20240124,CUST-02803,PROD-003,CH-01,AGT-064,CTY-004,1,74226,PAYG,Field Agent,19
TXN-03209,20240115,CUST-01742,PROD-003,CH-01,AGT-040,CTY-040,1,66011,Cash,Social Media,5
TXN-03210,20240105,CUST-00279,PROD-001,CH-03,AGT-002,CTY-015,1,89266,PAYG,Walk-in,5
TXN-03211,20240104,CUST-01746,PROD-001,CH-02,AGT-076,CTY-020,1,104144,Cash,Field Agent,5
TXN-03212,20240114,CUST-00446,PROD-001,CH-01,AGT-042,CTY-021,1,96257,PAYG,Trade Show,39
TXN-03213,20240105,CUST-02679,PROD-002,CH-01,AGT-006,CTY-007,1,86366,PAYG,Referral,5
TXN-03214,20240117,CUST-00521,PROD-005,CH-02,AGT-068,CTY-029,1,13018,PAYG,Field Agent,11
TXN-03215,20240105,CUST-02907,PROD-001,CH-02,AGT-019,CTY-036,1,86512,PAYG,Referral,45
TXN-03216,20240120,CUST-00516,PROD-007,CH-01,AGT-019,CTY-007,1,8180,PAYG,Field Agent,5
TXN-03217,20240122,CUST-01555,PROD-001,CH-03,AGT-005,CTY-026,1,95557,Cash,Radio,19
TXN-03218,20240106,CUST-04976,PROD-007,CH-01,AGT-055,CTY-021,1,9772,PAYG,Social Media,5
TXN-03219,20240127,CUST-03580,PROD-001,CH-04,AGT-052,CTY-015,1,102165,PAYG,Referral,21
TXN-03220,20240121,CUST-02808,PROD-001,CH-01,AGT-001,CTY-018,1,97627,PAYG,Referral,12
TXN-03221,20240101,CUST-01664,PROD-001,CH-02,AGT-017,CTY-019,1,87300,Cash,Social Media,15
TXN-03222,20240119,CUST-00892,PROD-007,CH-04,AGT-042,CTY-018,1,6563,PAYG,Walk-in,35
TXN-03223,20240102,CUST-00284,PROD-001,CH-01,AGT-007,CTY-003,1,100074,PAYG,Referral,9
TXN-03224,20240119,CUST-00129,PROD-001,CH-02,AGT-077,CTY-008,1,100266,Cash,Referral,5
TXN-03225,20240117,CUST-04774,PROD-002,CH-01,AGT-037,CTY-007,1,82040,PAYG,Trade Show,11
TXN-03226,20240127,CUST-03364,PROD-002,CH-01,AGT-024,CTY-042,1,73528,Cash,Walk-in,16
TXN-03227,20240123,CUST-02030,PROD-008,CH-02,AGT-048,CTY-014,1,2484,Cash,Radio,11
TXN-03228,20240102,CUST-00707,PROD-007,CH-02,AGT-029,CTY-039,1,7629,Cash,Field Agent,5
TXN-03229,20240125,CUST-03929,PROD-002,CH-01,AGT-011,CTY-042,1,76480,PAYG,Referral,5
TXN-03230,20240111,CUST-03516,PROD-002,CH-01,AGT-069,CTY-001,1,81187,PAYG,Social Media,6
TXN-03231,20240105,CUST-00860,PROD-007,CH-03,AGT-035,CTY-016,1,7315,PAYG,Trade Show,6
TXN-03232,20240119,CUST-04585,PROD-007,CH-01,AGT-076,CTY-037,1,6398,PAYG,Field Agent,7
TXN-03233,20240227,CUST-04398,PROD-001,CH-01,AGT-047,CTY-043,1,97679,PAYG,Field Agent,6
TXN-03234,20240226,CUST-02214,PROD-006,CH-04,AGT-055,CTY-039,1,28750,PAYG,Walk-in,8
TXN-03235,20240201,CUST-00113,PROD-001,CH-03,AGT-071,CTY-005,1,86955,PAYG,Social Media,5
TXN-03236,20240220,CUST-02579,PROD-001,CH-03,AGT-021,CTY-015,1,101688,PAYG,Referral,31
TXN-03237,20240207,CUST-04986,PROD-002,CH-01,AGT-055,CTY-040,1,85946,PAYG,Walk-in,29
TXN-03238,20240220,CUST-04335,PROD-001,CH-01,AGT-067,CTY-007,1,85260,PAYG,Field Agent,5
TXN-03239,20240228,CUST-04593,PROD-001,CH-03,AGT-015,CTY-040,1,101195,Cash,Walk-in,5
